rt_id,wd_id,title,series_qid,series_label,franchise_qid,franchise_label,bom_id,imdb_id,tmdb_id,budget,budget_currency_qid,budget_currency,budget_asof,budget_source,revenue,box_office_currency_qid,box_office_currency,box_office_asof,box_office_region_qid,box_office_region,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,imdb_budget,imdb_box_office_value,tmdb_budget,tmdb_box_office_value,id,index_in_series,index_in_franchise,n_films_in_series,n_films_in_franchise,roi_multiple,success_category
m/1029112-alice_in_wonderland,Q189875,Alice in Wonderland,Q56070713,Walt Disney Animation Studios film,,,aliceinwonderland,tt0043274,12092.0,3000000.0,Q4917,,,P2130,57200000.0,,,,,,Alice in Wonderland,"Lewis Carroll's beloved fantasy tale is brought to life in this Disney animated classic. When Alice (Kathryn Beaumont), a restless young British girl, falls down a rabbit hole, she enters a magical world. There she encounters an odd assortment of characters, including the grinning Cheshire Cat (Sterling Holloway) and the goofy Mad Hatter (Ed Wynn). When Alice ends up in the court of the tyrannical Queen of Hearts (Verna Felton), she must stay on the ruler's good side -- or risk losing her head.","A good introduction to Lewis Carroll's classic, Alice in Wonderland boasts some of the Disney canon's most surreal and twisted images.",G,"Animation, Classics, Comedy, Kids & Family, Science Fiction & Fantasy","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Winston Hibler, Bill Peet, Joe Grant, Aldous Huxley","Kathryn Beaumont, Ed Wynn, Richard Haydn, Sterling Holloway",1951-07-28,2015-12-27,75.0,Film Chest,Fresh,81.0,32.0,Upright,78.0,574325.0,6,26,6,3000000.0,57200000.0,3000000.0,57200000.0,12092.0,4.0,,44.0,,19.066666666666666,Blockbuster
m/godzilla_1956,Q860461,Godzilla,,,Q28859760,Godzilla,,tt0047034,1678.0,60000000.0,Q8146,,,P2130,2250000.0,,,,,,Godzilla (Gojira),A fire-breathing behemoth terrorizes Japan after an atomic bomb awakens it from its centuries-old sleep.,"More than straight monster-movie fare, Gojira offers potent, sobering postwar commentary.",NR,"Action & Adventure, Art House & International, Horror, Science Fiction & Fantasy",Ishirô Honda,Ishirô Honda,"Takashi Shimura, Momoko Kochi, Akira Takarada, Akihiko Hirata, Fuyuki Murakami, Sachio Sakai, Toranosuke Ogawa, Ren Yamamoto, Takeo Oikawa, Miki Hayashi, Seijiro Onda, Toyoaki Suzuki, Kokuten Kodo, Frank Iwanaga, Kin Sugai, Tadashi Okabe, Ren Imaizumi, Junpei Natsuki, Kenji Sahara, Ryosaku Takasugi, Katsumi Tezuka, Haruo Nakajima",1954-11-03,2014-04-20,98.0,Toho,Certified-Fresh,93.0,74.0,Upright,89.0,9909.0,24,69,5,900000.0,2250000.0,900000.0,2250000.0,1678.0,,0.0,,15.0,0.0375,Flop
m/godzilla_king_of_the_monsters,Q3179062,"Godzilla, King of the Monsters!",,,Q28859760,Godzilla,,tt0197521,18983.0,25000.0,,,,,2000000.0,,,,,,"Godzilla, King of the Monsters!",A U.S. newsman (Raymond Burr) in Tokyo recounts the story of a huge dinosaur roused from the sea by an atomic blast.,,NR,"Art House & International, Classics, Horror, Science Fiction & Fantasy","Terrell O. Morse, Ishirô Honda, Terry Morse","Al C. Ward, Ishirô Honda, Takeo Murata","Raymond Burr, Takashi Shimura, Momoko Kochi, Akira Takarada, Akihiko Hirata, Fuyuki Murakami, Sachio Sakai, Toranosuke Ogawa, Ren Yamamoto, Takeo Oikawa, Miki Hayashi, Seijiro Onda, Toyoaki Suzuki, Kokuten Kodo, Frank Iwanaga, Kin Sugai, Tadashi Okabe, Ren Imaizumi, Junpei Natsuki, Kenji Sahara, Ryosaku Takasugi, Katsumi Tezuka, Haruo Nakajima",1956-04-27,2014-04-20,80.0,Vestron Video,Fresh,83.0,24.0,Upright,73.0,9405.0,2,20,4,25000.0,2000000.0,25000.0,2000000.0,18983.0,,1.0,,15.0,80.0,Blockbuster
m/1007600-fly,Q1212494,The Fly,Q64481575,The Fly,,,,tt0051622,11815.0,495000.0,Q4917,,,P2130,3000000.0,Q4917,,,,,The Fly,"When scientist Andre Delambre (Al Hedison) tests his matter transporter on himself, an errant housefly makes its way into the transportation chamber, and things go horribly wrong. As a result, Delambre's head and arm are now that of the insect. Slowly losing himself to the fly, Delambre turns to his wife, Helene (Patricia Owens), for help. But when tragedy strikes, Delambre's brother (Vincent Price) and Inspector Charas (Herbert Marshall) are forced to pick up the investigation.","Deliciouly funny to some and eerily presicient to others, The Fly walks a fine line between shlocky fun and unnerving nature parable.",NR,"Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy",Kurt Neumann,James Clavell,"Patricia Owens, Vincent Price, Herbert Marshall, Kathleen Freeman, Betty Lou Gerson, Charles Herbert, Eugene Borden, Torben Meyer, Harry Carter, Charles Tannen, Franz Roehn, David Hedison, Arthur Dulac",1958-07-16,2015-11-25,94.0,Fox,Certified-Fresh,95.0,40.0,Upright,70.0,11153.0,5,38,2,700000.0,3000000.0,700000.0,3000000.0,11815.0,0.0,,2.0,,6.0606060606060606,Blockbuster
m/the_blob,Q224964,The Blob,Q114258342,The Blob,,,,tt0051418,8851.0,110000.0,,,,,4000000.0,,,,,,The Blob,"A drive-in favorite, this sci-fi classic follows teenagers Steve (Steven McQueen) and his best girl, Jane (Aneta Corseaut), as they try to protect their hometown from a gelatinous alien life form that engulfs everything it touches. The first to discover the substance and live to tell about it, Steve and Jane witness the blob destroying an elderly man and grow to a terrifying size. But no one else has seen the goo, and policeman Dave (Earl Rowe) refuses to believe the kids without proof.","In spite of its chortle-worthy premise and dated special effects, The Blob remains a prime example of how satisfying cheesy B-movie monster thrills can be.",PG,"Classics, Cult Movies, Horror, Science Fiction & Fantasy","Irvin S. Yeaworth Jr., Irvin Shortess Yeaworth, Jr.","Kay Linaker, Theodore Simonson","Steve McQueen, Aneta Corsaut, Earl Rowe, Olin Howland, Alden Chase, John Benson, Vincent Barbi, Julie Cousins, Elbert Smith, Audrey Metcalf, Keith Almoney, Elinor Hammer, Jasper Deeter, Lee Paton, George Karas, Pamela Curran, Ralph Roseman, Robert Fields, Kieth Almoney, James Bonnet, Jay Anthony Franke, Molly Ann Bourne, Diane Tabben, Hugh Graham, Diane Tabban, Charlie Overdorff, David Metcalf, Josh Randolph, George Gerbereck, Eugene Sabel, Tom Ogden, Stephen Oates, Vivian Ogden, Tovert Fields",1958-09-12,2015-05-07,82.0,Criterion Collection,Fresh,66.0,32.0,Spilled,52.0,31660.0,3,21,11,110000.0,4000000.0,110000.0,4000000.0,8851.0,0.0,,2.0,,36.36363636363637,Blockbuster
m/1019187-sleeping_beauty,Q215617,Sleeping Beauty,Q56070713,Walt Disney Animation Studios film,,,sleepingbeauty,tt0053285,10882.0,6000000.0,Q4917,,,P2130,51600000.0,Q4917,,2022-01-01T00:00:00Z,,,Sleeping Beauty,"Filled with jealousy, the evil witch Maleficent (Eleanor Audley) curses Princess Aurora (Mary Costa) to die on her 16th birthday. Thanks to Aurora's guardian fairies (Verna Felton, Barbara Jo Allen, Barbara Luddy), she only falls into a deep sleep that can be ended with a kiss from her betrothed, Prince Phillip (Bill Shirley). To prevent Phillip from rescuing Aurora, Maleficent kidnaps and imprisons him. The good fairies are the last hope to free Phillip so that he can awaken Aurora.","This Disney dreamscape contains moments of grandeur, with its lush colors, magical air, one of the most menacing villains in the Disney canon.",G,"Animation, Classics, Kids & Family, Science Fiction & Fantasy","Les Clark, Clyde Geronimi, Wolfgang Reitherman, Eric Larson","Erdman Penner, Ralph Wright, Joe Rinaldi, Milt Banta, Bill Peet, Winston Hibler, Ted Sears","Eleanor Audley, Verna Felton, Barbara Jo Allen, Barbara Luddy, Taylor Holmes, Bill Thompson, Candy Candido, Mary Costa, Bill Shirley, Pinto Colvig, Dal McKennon, Marvin Miller",1959-01-29,2019-09-24,75.0,Buena Vista,Certified-Fresh,89.0,44.0,Upright,80.0,428044.0,7,39,5,6000000.0,51600000.0,6000000.0,51600000.0,10882.0,5.0,,44.0,,8.6,Blockbuster
m/101_dalmatians,Q165512,One Hundred and One Dalmatians,Q56070713,Walt Disney Animation Studios film,,,101dalmations,tt0055254,12230.0,4000000.0,Q4917,,,P2130,144880014.0,Q4917,,,,,101 Dalmatians,"In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.","With plenty of pooches and a memorable villain (Cruella De Vil), this is one of Disney's most enduring, entertaining animated films.",G,"Animation, Classics, Comedy, Kids & Family, Mystery & Suspense","Clyde Geronimi, Hamilton S. Luske, Wolfgang Reitherman, Hamilton Luske",Bill Peet,"Betty Lou Gerson, Cate Bauer, Frederick Worlock, J. Pat O'Malley, Tom Conway, Rod Taylor, Ben Wright, Lisa Davis, Martha Wentworth, George Pelling, Mickey Maga, Barbara Beaird, Queenie Leonard, Marjorie Bennett, Tudor Owen, Mimi Gibson, Sandra Abbott, Paul Wexler, Mary Wickes, Barbara Luddy, David Frankham, Frederic Worlock, Ramsey Hill, Sylvia Marriott, Thurl Ravenscroft, Bill Lee, Max Smith, Bob Stevens, Helene Stanley, Donald Barclay, Dal McKennon, Jeanne Bruns",1961-01-25,2016-08-10,79.0,Buena Vista,Certified-Fresh,98.0,51.0,Upright,76.0,709291.0,7,50,1,4000000.0,85000000.0,4000000.0,85000000.0,12230.0,6.0,,44.0,,36.2200035,Blockbuster
m/dr_no,Q102754,Dr. No,Q26451486,EON James Bond series,,,drno,tt0055928,646.0,1100000.0,Q4917,,,P2130,59600000.0,Q4917,,,,,Dr. No,"In the film that launched the James Bond saga, Agent 007 (Sean Connery) battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder (Ursula Andress), to confront a megalomaniacal villain in his massive island headquarters.","Featuring plenty of the humor, action, and escapist thrills the series would become known for, Dr. No kicks off the Bond franchise in style.",PG,"Action & Adventure, Classics, Mystery & Suspense",Terence Young,"Berkeley Mather, Richard Maibaum, Johanna Harwood, Berkely Mather, Berkley Mather","Sean Connery, Ursula Andress, Jack Lord, Joseph Wiseman, Anthony Dawson, Zena Marshall, John Kitzmiller, Eunice Gayson, Bernard Lee, Lois Maxwell, Peter Burton, Yvonne Shima, Margaret LeWars, Michele Mok, Marguerite LeWars, Reggie Carter, William Foster-Davis, Louis Blaazar, Dolores Keator, Tim Moxon, Lester Prendergast",1962-10-05,2016-10-01,110.0,United Artists,Certified-Fresh,95.0,60.0,Upright,82.0,111573.0,6,57,3,1200000.0,59567035.0,1200000.0,59567035.0,646.0,0.0,,24.0,,54.18181818181818,Blockbuster
m/sword_in_the_stone,Q204662,The Sword in the Stone,Q56070713,Walt Disney Animation Studios film,,,swordinthestone83,tt0057546,9078.0,3000000.0,Q4917,,,P2130,12000000.0,Q4917,,,,,The Sword in the Stone,"This Disney adaptation of the classic fable chronicles King Arthur's humble beginnings. As an orphaned child, Arthur, who was then known as Wart, wants to help his foster brother, Kay, succeed in becoming a knight. While helping Kay train, Wart stumbles upon a cabin belonging to Merlin, a bumbling but talented wizard. Merlin does his best to convince the boy that he is bound for greatness, and when Wart and Kay travel to London to attend a jousting contest, they learn that Merlin was right.","A decent take on the legend of King Arthur, The Sword in the Stone suffers from relatively indifferent animation, but its characters are still memorable and appealing.",G,"Animation, Drama, Kids & Family, Science Fiction & Fantasy",Wolfgang Reitherman,"Bill Peet, T.H. White","Karl Swenson, Martha Wentworth, Alan Napier, Rickie Sorensen, Sebastian Cabot, Rickie Sorenson, Junius Matthews, Norman Alden, Barbara Jo Allen, Ginny Tyler, Richard Reitherman, Robert Reitherman",1963-12-25,2013-09-23,80.0,Buena Vista Pictures,Fresh,66.0,29.0,Upright,73.0,194119.0,4,19,10,3000000.0,22182353.0,3000000.0,22182353.0,9078.0,7.0,,44.0,,4.0,Blockbuster
m/from_russia_with_love,Q106571,From Russia with Love,Q26451486,EON James Bond series,,,fromrussiawithlove,tt0057076,657.0,2000000.0,Q4917,,,P2130,24800000.0,Q4917,,,,,From Russia With Love,"Agent 007 (Sean Connery) is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb (Lotte Lenya) and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana (Daniela Bianchi) to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy.","The second James Bond film, From Russia with Love is a razor-sharp, briskly-paced Cold War thriller that features several electrifying action scenes.",PG,"Action & Adventure, Classics, Mystery & Suspense",Terence Young,"Ian Fleming, Richard Maibaum, Johanna Harwood","Sean Connery, Daniela Bianchi, Robert Shaw, Lotte Lenya, Pedro Armendáriz, Eunice Gayson, Vladek Sheybal, Walter Gotell, Aliza Gur, Martine Beswick, Bernard Lee, Lois Maxwell, Nadja Regin, Francis De Wolff, George Pastell, Alizia Gur, Anthony Dawson, Leila, Hasan Ceylan, Fred Haggerty, Neville Jason, Peter Bayliss, Nushet Atear, Peter Madden, Peter Brayham, Desmond Llewelyn, Jan Williams, John Barry",1964-04-08,2016-10-01,118.0,United Artists,Certified-Fresh,95.0,60.0,Upright,84.0,93519.0,10,57,3,2500000.0,78900000.0,2500000.0,78900000.0,657.0,1.0,,24.0,,12.4,Blockbuster
m/fistful_of_dollars,Q76479,A Fistful of Dollars,Q370180,Dollars Trilogy,,,fistfulofdollars,tt0058461,391.0,200000.0,Q4917,,,P2130,3500000.0,Q4917,,,,,A Fistful of Dollars (Per un Pugno di Dollari),"The Man With No Name (Clint Eastwood) enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers (Antonio Prieto, Benny Reeves, Sieghardt Rupp) and sheriff John Baxter (Wolfgang Lukschy). When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.","With Akira Kurosawa's Yojimbo as his template, Sergio Leone's A Fistful of Dollars helped define a new era for the Western and usher in its most iconic star, Clint Eastwood.",R,"Action & Adventure, Art House & International, Classics, Western",Sergio Leone,"Jaime Comas Gil, Víctor Andrés Catena, Sergio Leone, Duccio Tessari, G. Schock, Victor A. Catena","Clint Eastwood, Gian Maria Volonté, Marianne Koch, Sieghardt Rupp, Wolfgang Lukschy, Antonio Prieto, Margarita Lozano, José Calvo, Daniel Martin, Bruno Carotenuto, John Wels, Benito Stefanelli, W. Lukschy, Joseph Egger, Antonio Vica, Raf Baldassarre, Johannes Siedel, Mario Brega, Carla Calo, Aldo Sambrell, John Wells (XVIII)",1964-09-12,2016-11-29,96.0,MGM Home Entertainment,Certified-Fresh,98.0,51.0,Upright,91.0,86857.0,7,50,1,200000.0,14500000.0,200000.0,14500000.0,391.0,0.0,,3.0,,17.5,Blockbuster
m/goldfinger,Q106440,Goldfinger,Q26451486,EON James Bond series,,,goldfinger,tt0058150,658.0,3000000.0,Q4917,,,P2130,124900000.0,Q4917,,,,,Goldfinger,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.","Goldfinger is where James Bond as we know him comes into focus - it features one of 007's most famous lines (""A martini. Shaken, not stirred"") and a wide range of gadgets that would become the series' trademark.",PG,"Action & Adventure, Classics, Mystery & Suspense",Guy Hamilton,"Paul Dehn, Richard Maibaum","Sean Connery, Gert Fröbe, Honor Blackman, Shirley Eaton, Tania Mallet, Harold Sakata, Cec Linder, Bernard Lee, Desmond Llewelyn, Lois Maxwell, Martin Benson, Nadja Regin, Austin Willis, Bill Nagy, Alf Joint, Varley Thomas, Raymond Young, Richard Vernon, Denis Cowles, Michael Mellinger, Burt Kwouk, Hal Galili, Mai Ling, Lenny Rabin, Margaret Nolan, John McLaren, Robert MacLeod, Victor Brooks, Gerry Duggan, Jane Lumb",1964-09-17,2016-10-01,112.0,United Artists,Certified-Fresh,99.0,68.0,Upright,89.0,207138.0,11,67,1,2500000.0,124881062.0,2500000.0,124881062.0,658.0,2.0,,24.0,,41.63333333333333,Blockbuster
m/for_a_few_dollars_more,Q153677,For a Few Dollars More,Q370180,Dollars Trilogy,,,forafewdollarsmore,tt0059578,938.0,600000.0,Q4917,,,P2130,15000000.0,Q4917,,,,,For a Few Dollars More (Per Qualche Dollaro in Più),"In the Wild West, a murderous outlaw known as El Indio (Gian Maria Volonte) and his gang are terrorizing and robbing the citizens of the region. With a bounty on El Indio's head, two bounty hunters, Monco (Clint Eastwood) and Col. Douglas Mortimer (Lee Van Cleef), come to collect the prize. Upon their first meeting, the two men view each other as rivals, but they eventually agree to become partners in their mutual pursuit of the vicious criminal.","With Clint Eastwood in the lead, Ennio Morricone on the score, and Sergio Leone's stylish direction, For a Few Dollars More earns its recognition as a genre classic.",R,"Action & Adventure, Art House & International, Classics, Western",Sergio Leone,"Sergio Leone, Fulvio Morsella, Luciano Vincenzoni","Clint Eastwood, Lee Van Cleef, Gian Maria Volonté, Mario Brega, Joseph Egger, Luigi Pistilli, Klaus Kinski, José Egger, Rosemary Dexter, Mara Krup, Aldo Sambrell, Benito Stefanelli, Sergio Leone, Roberto Camardiel, Luis F. Rodriguez, Panos Papadopoulos, Sergio Mendizabal, Diana Rabito, Dante Maggio, Giovanni Tarallo, Mario Meniconi, Lorenzo Robledo, Kurt Zips, Tomas Blanco, Werner Abrolat",1965-12-18,2016-02-26,132.0,MGM Home Entertainment,Fresh,91.0,35.0,Upright,94.0,60892.0,5,32,3,600000.0,15000000.0,600000.0,15000000.0,938.0,1.0,,3.0,,25.0,Blockbuster
m/thunderball,Q107724,Thunderball,Q26451486,EON James Bond series,,,thunderball,tt0059800,660.0,9000000.0,Q4917,,,P2130,141200000.0,Q4917,,,,,Thunderball,"Led by one-eyed evil mastermind Emilio Largo (Adolfo Celi), the terrorist group SPECTRE hijacks two warheads from a NATO plane and threatens widespread nuclear destruction to extort 100 million pounds. The dashing Agent 007, James Bond (Sean Connery), is sent to recover the warheads from the heart of Largo's lair in the Bahamas, facing underwater attacks from sharks and men alike. He must also convince the enchanting Domino (Claudine Auger), Largo's mistress, to become a key ally.","Lavishly rendered set pieces and Sean Connery's enduring charm make Thunderball a big, fun adventure, even if it doesn't quite measure up to the series' previous heights.",PG,"Action & Adventure, Classics, Drama, Mystery & Suspense",Terence Young,"Richard Maibaum, John R. Hopkins","Sean Connery, Adolfo Celi, Claudine Auger, Luciana Paluzzi, Rick van Nutter, Rik Van Nutter, Guy Doleman, Molly Peters, Martine Beswick, Bernard Lee, Desmond Llewelyn, Lois Maxwell, Philip Locke, Paul Stassino, Earl Cameron, Rose Alba, George Pravda, Michael Brennan, Leonard Sachs, Roland Culver, Edward Underdown, Reginald Beckwith, Bill Cummings, Maryse Guy Mitsouko, Bob Simmons, Harold Sanderson, Anthony Dawson, Suzy Kendall",1965-12-20,2016-10-01,130.0,United Artists,Certified-Fresh,86.0,51.0,Upright,73.0,63255.0,7,44,7,5500000.0,141195658.0,5500000.0,141195658.0,660.0,3.0,,24.0,,15.688888888888888,Blockbuster
m/the_good_the_bad_and_the_ugly,Q41483,"The Good, the Bad and the Ugly",Q370180,Dollars Trilogy,,,goodbadandugly,tt0060196,429.0,1200000.0,Q4917,,,P2130,25100000.0,Q4917,,,,,"The Good, the Bad and the Ugly","In the Southwest during the Civil War, a mysterious stranger, Joe (Clint Eastwood), and a Mexican outlaw, Tuco (Eli Wallach), form an uneasy partnership -- Joe turns in the bandit for the reward money, then rescues him just as he is being hanged. When Joe's shot at the noose goes awry during one escapade, a furious Tuco tries to have him murdered. The men re-team abruptly, however, to beat out a sadistic criminal and the Union army and find $20,000 that a soldier has buried in the desert.","Arguably the greatest of the spaghetti westerns, this epic features a compelling story, memorable performances, breathtaking landscapes, and a haunting score.",R,Western,Sergio Leone,"Sergio Leone, Luciano Vincenzoni, Furio Scarpelli, Age","Clint Eastwood, Eli Wallach, Lee Van Cleef, Luigi Pistilli, Rada Rassimov, Aldo Giuffre, Mario Brega, Claudio Scarchilli, Enzo Petito, Silvana Bacci, Livio Lorenzon, Antonio Casale, Sandro Scarchilli, Benito Stefanelli, Angelo Novi, Claudio Scarchelli, Sandro Scarchelli, Antonio Casas, John Bartha, Chelo Alonso, Sergio Mendizabal, Aldo Sambrell",1966-12-23,2015-08-27,161.0,United Artists,Certified-Fresh,97.0,74.0,Upright,97.0,239803.0,15,72,2,1200000.0,38900000.0,1200000.0,38900000.0,429.0,2.0,,3.0,,20.916666666666668,Blockbuster
m/1003722-casino_royale,Q591272,Casino Royale,Q2484680,James Bond,,,casinoroyale67,tt0061452,12208.0,12000000.0,Q4917,,,P2130,41744718.0,Q4917,,,,,Casino Royale,"This wacky send-up of James Bond films stars David Niven as the iconic debonair spy, now retired and living a peaceful existence. Bond is called back into duty when the mysterious organization SMERSH begins assassinating British secret agents. Ridiculous circumstances lead to the involvement of a colorful cast of characters, including the villainous Le Chiffre (Orson Welles), seasoned gambler Evelyn Tremble (Peter Sellers) and Bond's bumbling nephew, Jimmy Bond (Woody Allen).","A goofy, dated parody of spy movie clichés, Casino Royale squanders its all-star cast on a meandering, mostly laugh-free script.",G,"Action & Adventure, Classics, Comedy","Richard Talmadge, Kenneth Hughes, John Huston, Joseph McGrath, Robert Parrish, Val Guest, Ken Hughes","Terry Southern, John Law, Ben Hecht, Joseph Heller, Michael Sayers, Billy Wilder, Wolf Mankowitz, Val Guest","David Niven, Peter Sellers, Ursula Andress, Orson Welles, Woody Allen, Joanna Pettet, Deborah Kerr, Daliah Lavi, Charles Boyer, John Huston, Kurt Kasznar, George Raft, Jean-Paul Belmondo, Terence Cooper, Barbara Bouchet, Peter O'Toole, Angela Scoular, Gabriella Licudi, Tracey Crisp, Anna Quayle, Geoffrey Bayldon, John Wells, Richard Wattis, Ronnie Corbett, Bernard Cribbins, Duncan Macrae, Colin Gordon, Graham Stark, Tracy Reed, Jacqueline Bisset, Percy Herbert, Derek Nimmo, Duncan, Alexandra Bastedo, John Bluthal, Chic Murray, Vladek Sheybal, Jeanne Roland, John Le Mesurier, Elaine Taylor",1967-04-27,2016-03-08,131.0,Columbia Pictures,Rotten,25.0,40.0,Spilled,34.0,33192.0,8,10,30,12000000.0,41744718.0,12000000.0,41744718.0,12208.0,0.0,,2.0,,3.4787265,Blockbuster
m/you_only_live_twice,Q107761,You Only Live Twice,Q26451486,EON James Bond series,,,youonlylivetwice,tt0062512,667.0,9500000.0,Q4917,,,P2130,43084787.0,Q4917,,,,,You Only Live Twice,"During the Cold War, American and Russian spacecrafts go missing, leaving each superpower believing the other is to blame. As the world teeters on the brink of nuclear war, British intelligence learns that one of the crafts has landed in the Sea of Japan. After faking his own death, secret agent James Bond (Sean Connery) is sent to investigate. In Japan, he's aided by Tiger Tanaka (Tetsuro Tamba) and the beautiful Aki (Akiko Wakabayashi), who help him uncover a sinister global conspiracy.","With exotic locales, impressive special effects, and a worthy central villain, You Only Live Twice overcomes a messy and implausible story to deliver another memorable early Bond flick.",PG,"Action & Adventure, Mystery & Suspense",Lewis Gilbert,"Roald Dahl, Harold Jack Bloom","Sean Connery, Donald Pleasence, Tetsuro Tamba, Mie Hama, Akiko Wakabayashi, Teru Shimada, Karin Dor, Charles Gray, Bernard Lee, Lois Maxwell, Desmond Llewelyn, Alexander Knox, Tsai Chin, Robert Hutton, Burt Kwouk, Michael Chow, Diane Cilento, Jeanne Roland, Daivd Toguri, John Stone, Norman Jones, Laurence Herder, Richard Graydon, Bill Mitchell, George Roubicek",1967-06-13,2016-10-01,116.0,United Artists,Certified-Fresh,73.0,52.0,Upright,68.0,57703.0,8,38,14,9500000.0,111584787.0,9500000.0,111584787.0,667.0,4.0,,24.0,,4.5352407368421055,Blockbuster
m/1031385-jungle_book,Q199839,The Jungle Book,Q56070713,Walt Disney Animation Studios film,,,junglebook,tt0061852,9325.0,4000000.0,Q4917,,,P2130,141843612.0,Q4917,,,,,The Jungle Book,"In this classic Walt Disney animation based on Rudyard Kipling's book, Mowgli, an abandoned child raised by wolves, has his peaceful existence threatened by the return of the man-eating tiger Shere Khan (George Sanders). Facing certain death, Mowgli must overcome his reluctance to leave his wolf family and return to the ""man village."" But he is not alone on his quest: Aided by Bagheera the panther, and later by the carefree bear Balloo (Phil Harris), he braves the jungle's many perils.","With expressive animation, fun characters, and catchy songs, The Jungle Book endures as a crowd-pleasing Disney classic.",PG,"Action & Adventure, Animation, Kids & Family, Musical & Performing Arts, Romance",Wolfgang Reitherman,"Larry Clemmons, Ken Anderson, Vance Gerry, Ralph Wright","Bruce Reitherman, Louis Prima, Sterling Holloway, J. Pat O'Malley, Darleen Carr, Phil Harris, Sebastian Cabot, George Sanders",1967-10-18,2016-08-10,78.0,Buena Vista Pictures,Certified-Fresh,88.0,40.0,Upright,82.0,715040.0,5,35,5,4000000.0,205843612.0,4000000.0,205843612.0,9325.0,8.0,,44.0,,35.460903,Blockbuster
m/1016397-planet_of_the_apes,Q59534,Planet of the Apes,Q731663,Planet of the Apes,Q731663,Planet of the Apes,planetoftheapes,tt0063442,871.0,5800000.0,Q4917,,,P2130,32593134.0,Q4917,,,,,Planet of the Apes,"Complex sociological themes run through this science-fiction classic about three astronauts marooned on a futuristic planet where apes rule and humans are slaves. The stunned trio discovers that these highly intellectual simians can both walk upright and talk. They have even established a class system and a political structure. The astronauts suddenly find themselves part of a devalued species, trapped and imprisoned by the apes.",Planet of the Apes raises thought-provoking questions about our culture without letting social commentary get in the way of the drama and action.,G,"Classics, Science Fiction & Fantasy",Franklin J. Schaffner,"Rod Serling, Michael Wilson","Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans, James Whitmore, James Daly, Linda Harrison, Robert Gunner, Lou Wagner, Woodrow Parfrey, Jeff Burton, Buck Kartalian, Norman Burton, Wright King, Paul Lambert, Diane Stanley, Harry Monty",1968-04-03,2015-11-25,112.0,20th Century Fox,Certified-Fresh,87.0,60.0,Upright,87.0,119051.0,11,52,8,5800000.0,32589624.0,5800000.0,32589624.0,871.0,0.0,0.0,5.0,9.0,5.619505862068966,Blockbuster
