rt_id,wd_id,title,series_qid,series_label,franchise_qid,franchise_label,bom_id,imdb_id,tmdb_id,budget,budget_currency_qid,budget_currency,budget_asof,budget_source,revenue,box_office_currency_qid,box_office_currency,box_office_asof,box_office_region_qid,box_office_region,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,imdb_budget,imdb_box_office_value,tmdb_budget,tmdb_box_office_value,id,index_in_series,index_in_franchise,n_films_in_series,n_films_in_franchise,roi_multiple,success_category
m/amores_perros,Q474098,Amores perros,Q3998831,Death Trilogy,,,amoresperros,tt0245712,55.0,2000000.0,,,,,20908467.0,,,,,,Amores Perros,"""Amores Perros"" is a bold, intensely emotional, and ambitious story of lives that collide in a Mexico City car crash. Inventively structured as a triptych of overlapping and intersecting narratives, ""Amores Perros"" explores the lives of disparate characters who are catapulted into unforeseen dramatic situations instigated by the seemingly inconsequential destiny of a dog named Cofi.","The brutality of Amores Perros may be difficult to watch at times, but this intense, gritty film packs a hard wallop.",R,"Art House & International, Drama",Alejandro González Iñárritu,Guillermo Arriaga Jordan,"Emilio Echevarría, Gael García Bernal, Goya Toledo, Alvaro Guerrero, Vanessa Bauche, Jorge Salinas, Marco Pérez, Rodrigo Murray, Humberto Busto, Gerardo Campbell, Rosa Maria Bianchi, Dunia Saldivar, Adriana Barraza, José Sefami, Lourdes Echevarria, Laura Almela, Ricardo Dalmacci, Gustavo Sanchez Parra, Dagoberto Gama, Gustavo Muñoz, Carlo Barnal, Rodrigo Obstab, Edgar González, Hilda González, Patricio Castillo, Roberto Media, Ángeles Marín, Ana María González, Carlos Samperio, T. Kazuyo Togawa, Adriana Varone, Bruno Salgado, Adriana Islas, Regina Abad, Leoncio Torres, Luisa Geliz, Jean Paul Bierry, Alma Rocío González, Mauricio Martinez, Juan Manuel Ramos, Ernesto Bog, José Luis Barraza, Jorge Arellano, Jonathan Herrera, Heriberto Del Castillo",2001-03-30,2016-09-06,153.0,Lionsgate,Certified-Fresh,92.0,118.0,Upright,94.0,104287.0,35,109,9,2000000.0,20908467.0,2000000.0,20908467.0,55.0,0.0,,3.0,,10.4542335,Blockbuster
m/pokemon_3_the_movie,Q890665,Pokémon 3: The Movie,Q97138261,Pokémon,,,pokemon3,tt0235679,10991.0,16000000.0,,,,,68411275.0,,,,,,Pokémon 3: The Movie,"Young Pokémon trainer Ash Ketchum and his loyal friends journey to the beautiful mountain town of Greenfield, where they will encounter the Unown, the most mysterious of all Pokémon, in Kids' WB! Presents ""Pokémon 3: The Movie."" The third big-screen installment in the infinitely popular Pokémon mythology is really two stories in one. The feature-length adventure, ""Spell of the Unown,"" is accompanied by a bonus 22-minute short, ""Pikachu and Pichu,"" starring the much-loved Pikachu.","Critics say that the third Pokemon movie has a better plot than its two predecessors. This is not enough, however, to recommend it to those not already fans of the franchise.",G,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy, Television","Michael Haigney, Kunihiko Yuyama","Norman J. Grossfeld, Michael Haigney, Hideki Sonoda, John Touhey, Takeshi Shudo","Veronica Taylor, Eric Stuart, Rachael Lillis, Addie Blaustein, Ikue Otani, Stan Hart, Dan Green, Roger Kay, Ed Paul, Amy Birnbaum, Lisa Ortiz, Kathy Pilon, Peter R. Bird, Kayzie Rogers, Ken Gates, Tara Jayne, Lee Quick",2001-04-06,2017-02-04,93.0,Warner Bros. Pictures,Rotten,21.0,57.0,Spilled,54.0,23157.0,18,12,45,16000000.0,68411275.0,16000000.0,68411275.0,10991.0,1.0,,3.0,,4.2757046875,Blockbuster
m/bridget_jones_diary,Q752313,Bridget Jones's Diary,Q27657001,Bridget Jones,,,bridgetjonessdiary,tt0243155,634.0,26000000.0,Q4917,,,P2130,281929795.0,Q4917,,,,,Bridget Jones's Diary,"At the start of the New Year, 32-year-old Bridget (Renée Zellweger) decides it's time to take control of her life -- and start keeping a diary. Now, the most provocative, erotic and hysterical book on her bedside table is the one she's writing. With a taste for adventure, and an opinion on every subject - from exercise to men to food to sex and everything in between - she's turning the page on a whole new life.","Though there was controversy over the choice of casting, Zellweger's Bridget Jones is a sympathetic, likable, funny character, giving this romantic comedy a lot of charm.",R,"Comedy, Romance",Sharon Maguire,"Andrew Davies, Richard Curtis, Helen Fielding, Richard Davies","Renée Zellweger, Hugh Grant, Colin Firth, Jim Broadbent, Gemma Jones, Sally Phillips, Shirley Henderson, James Callis, Embeth Davidtz, Celia Imrie, Honor Blackman, James Faulkner, Charmian May, Paul Brooke, Johnny Clegg, Felicity Montagu, Patrick Barlow, Neil Pearson, Salman Rushdie, Julian Barnes, Dominic McHale, Joan Blackman, Lisa Barbuscia, Claire Skinner, Dolly Wells, Mark Lingwood, Toby Whithouse, Donald Douglas, Renu Setna, Emma Amos, Sarah Stockbridge, Sulayman Al-Bassam, Lisa Kay, Jeffrey Archer, Charlie Caine, Gareth Marks, John Clegg, Matthew Bates, Rebecca Charles, Milennia Strings, Joseph Alessi, Rhydian Jai-Persad, Paul Ross, Stewart Wright, David Cann, Millennia Strings",2001-04-13,2016-04-21,92.0,Miramax Films,Certified-Fresh,80.0,161.0,Upright,81.0,495907.0,42,129,32,25000000.0,281929795.0,25000000.0,281929795.0,634.0,0.0,,3.0,,10.843453653846154,Blockbuster
m/crocodile_dundee_in_los_angeles,Q1140744,Crocodile Dundee in Los Angeles,Q48674412,Crocodile Dundee,,,crocodiledundeeinla,tt0231402,9290.0,21150000.0,Q4917,,,P2130,7759103.0,Q259502,,2001-01-01T00:00:00Z,,,Crocodile Dundee in Los Angeles,"Mick Dundee (Paul Hogan) is an adventurer in the truest sense. He is an ace crocodile hunter who lives in the wilds of the Australian Outback. He has even survived the dangers of New York City. However, his latest adventure may be the biggest test for him yet. Mick Dundee is traveling to that bizarre netherworld - Los Angeles, California.","A sequel as unnecessary as it is belated, Crocodile Dundee in Los Angeles lacks virtually all of the easygoing humor and charm that delighted fans of the original.",PG,"Action & Adventure, Comedy",Simon Wincer,"Eric Abrams, Matthew Berry, Paul Hogan","Paul Hogan, Linda Kozlowski, Jere Burns, Alec Wilson, Gerry Skilton, Jonathan Banks, Steve Rackman, Serge Cockburn, Aida Turturro, Paul Rodriguez, Kaitlin Hopkins, David Ngoombujarra, George Hamilton, Mike Tyson, Hal Fishman, Marta Waller, David Clendinning, Duke Bannister, Betty Bobbitt, Karen Crone, Angela Campbell, Tiriel Mora, Patrick Dargan, Matt Winston, Morgan O'Neill, Clare Carey, Brian Turk, Vladimir McCrary, David Bickford, Rhonda Aldrich, Daryl Keith Roach, Joe Michael Burke, Jim Davidson, Angelo Perez, Gerry Del Sol, Harvey Shain, Keli Daniels, Lenny Citrano, Cara Michelle, Matthew Kimbrough, Grant Piro, David Baldwin, Gabriella Dilabio, Alex Kuzelicki, Shanyn Asmar, John Billingsley, Jay Acovone, Gregg Donovan, Chad Taylor, Buddy Daniel Friedman, Mark Kowalewycz, Ty Smith, David Franklin, Van Markell, Gregory Wheeler, Steven Grives, Alan Zitner, Carey Embry, Mark Adair-Rios, Rick Gonzalez, Kenneth Ransom, Nicholas Hammond, Slim de Grey, Peter Kent, Ray Anthony, Darko Tuskan, Ric Anderson, Keir Beck, Ron Vreeken, Nick McKinless, Nick Lawson, Ozzie Devrish",2001-04-20,2013-08-01,92.0,Paramount,Rotten,11.0,81.0,Spilled,25.0,171802.0,26,9,72,21150000.0,39438674.0,21150000.0,39438674.0,9290.0,2.0,,3.0,,0.3668606619385343,Flop
m/mummy_returns,Q320461,The Mummy Returns,Q3823300,The Mummy,,,mummyreturns,tt0209163,1734.0,98000000.0,Q4917,,,P2130,433013274.0,Q4917,,,,,The Mummy Returns,"Ten years after the events of the first film, Rick (Brendan Fraser) and Evelyn (Rachel Weisz) O'Connell are settled in 1935 London, where they are raising their son. When a chain of events finds the corpse of Imhotep (Arnold Vosloo) resurrected, the O'Connells go on a desperate race to save the world from unspeakable evil and to rescue their son before it is too late.","In The Mummy Returns, the special effects are impressive, but the characters seem secondary to the computer generated imagery.",PG-13,"Action & Adventure, Horror, Mystery & Suspense",Stephen Sommers,Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo, Oded Fehr, Patricia Velasquez, Freddie Boath, Alun Armstrong, Adewale Akinnuoye-Agbaje, Shaun Parkes, Bruce Byron, Dwayne Johnson, Joe Dixon, Tom Fisher, Quill Roberts, Aharon Ipalé, Donna Air, Trevor Lovell",2001-05-04,2015-12-18,129.0,Universal Pictures,Rotten,47.0,140.0,Upright,63.0,748468.0,36,66,74,98000000.0,443280904.0,98000000.0,443280904.0,1734.0,0.0,,3.0,,4.418502795918367,Blockbuster
m/moulin_rouge_2001,Q193573,Moulin Rouge!,Q741849,The Red Curtain Trilogy,,,moulinrouge,tt0203009,824.0,50000000.0,Q4917,,,P2130,27734406.0,Q259502,,2001-01-01T00:00:00Z,,,Moulin Rouge!,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet (Ewan McGregor), who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star (Nicole Kidman).","A love-it-or-hate-it experience, Moulin Rouge is all style, all giddy, over-the-top spectacle. But it's also daring in its vision and wildly original.",PG-13,"Drama, Musical & Performing Arts, Romance",Baz Luhrmann,"Baz Luhrmann, Craig Pearce","Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent, Richard Roxburgh, Kylie Minogue, Christine Anu, Matthew Whittet, Kerry Walker, Caroline O'Connor, David Wenham, Lara Mulcahy, Natalie Jackson Mendoza, Garry McDonald, Jacek Koman, Deobia Oparei, Linal Haft, Keith Robinson, Peter Whitford, Norman Kaye, Arthur Dignam, Carole Skinner, Jonathan Hardy, Kiruna Stamell, Laszlo Lukas, Anthony Young, Wilson Alcorn, Kerry Casey, Peter Collingwood, Tim Eliott, Nicole Fantl, Judy Howard, Harold Kissin, Paul Maybury, Caroline Nahlous, Scott Peters, David Whitford, Judii Eldred, Ray Chambers, Darrell Dixon, Otto Luppo, Pat Garrett & Billy the Kid, Adrian Sicari, Alexander Houle, Geoffrey Kiem, Peter Muirhead, Pat Evans, Tara Morice, Daniel Scott, Angus Martin, Byron Barriga, Waldo Garrido, Reginald Larner, Coralie Eichholtz, Jabe Bromhall, Robert Yearley, John Pagan, Patrick Harding-Irmer, Albin Pahernik, Aurel Verne, Dee Donavan, Johnny Lockwood, Don Reid, Greg Poppleton, Matt Wilson, Trent Harlow, Troy Harrison, Simon Kriszyk, Chris Pickard, Thern Reynolds, David Scotchford, Veronica Beattie, Lisa Callingham, Rosetta Cook, Fleur Denny, Kelly Grauer, Jaclyn Hanson, Michelle Hopper, Fallon King, Wendy McMahon, Tracie Morley, Sue-Ellen Shook, Jenny Wilson, Luke Alleva, Andrew Aroustian, Stephen Colyer, Steven Grace, Mark Hodge, Cameron Mitchell, Deon Nuku, Shaun Parker, Troy Phillips, Rodney Syaranamual, Ashley Wallen, Nathan Wright, Susan Black, Nicole Brooks, Danielle Brown, Anastacia Flewin, Fiona Cage, Alex Harrington, Camilla Jakimowicz, Rochelle Jones, Caroline Kaspar, Mandy Liddell, Melanie Mackay, Elise Mann, Charmaine Martin, Michelle Wriggles, Michael Boyd, Lorry D'Ercole, Michael Edge, Glyn Gray, Craig Haines, Stephen Holford, Jamie Jewell, Jason King, Ryan Males, Harlin Martin, Andrew Micallef, Jonathan Schmolzer, Bradley Spargo, Kip Gamblin, Dennis Dowlut, Darren Dowlut, Nandy McClean, Maya McLean, Pina Conti, Joseph 'Pepe' Ashton, Jordan Ashton, Marcos Falagan, Mitchel Falagan, Chris Mayhew, Hamish McCann, Adrien Janssen, Shaun Holloway, Scott Gregory, Brett Praed, Tony Lynch, Sotiri Sotiropoulos, Ian Lind, Nash Edgerton, Greg Robinson, Chris Elliott",2001-05-16,2015-11-25,126.0,20th Century Fox,Certified-Fresh,76.0,199.0,Upright,89.0,505231.0,44,151,48,52500000.0,179213434.0,52500000.0,179213434.0,824.0,2.0,,3.0,,0.55468812,Flop
m/shrek,Q483815,Shrek,Q61946928,Shrek,Q1203222,Shrek,shrek,tt0126029,808.0,60000000.0,Q4917,,,P2130,488351320.0,Q4917,,,,,Shrek,"Once upon a time, in a far away swamp, there lived an ogre named Shrek (Mike Myers) whose precious solitude is suddenly shattered by an invasion of annoying fairy tale characters. They were all banished from their kingdom by the evil Lord Farquaad (John Lithgow). Determined to save their home -- not to mention his -- Shrek cuts a deal with Farquaad and sets out to rescue Princess Fiona (Cameron Diaz) to be Farquaad's bride. Rescuing the Princess may be small compared to her deep, dark secret.","While simultaneously embracing and subverting fairy tales, the irreverent Shrek also manages to tweak Disney's nose, provide a moral message to children, and offer viewers a funny, fast-paced ride.",PG,"Animation, Comedy, Kids & Family","Vicky Jenson, Andrew Adamson","Joe Stillman, Roger S.H. Schulman, Terry Rossio, Ted Elliott, Conrad Vernon, Cody Cameron","Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow, Vincent Cassel, Chris Miller, Cody Cameron, Conrad Vernon, Clive Pearse, Bobby Block, Peter Dennis, Kathleen Freeman, Michael Galasso, Christopher Knights, Simon J. Smith, Jacquie Barnbrook, Guillaume Aretos, John Bisom, Matthew Gonder, Calvin Remsberg, Jean-Paul Vignon, Val Bettin, Bobbie Block",2001-05-18,2015-11-25,89.0,Dreamworks,Certified-Fresh,88.0,205.0,Upright,90.0,1378744.0,50,180,25,60000000.0,487853320.0,60000000.0,487853320.0,808.0,0.0,0.0,5.0,5.0,8.139188666666668,Blockbuster
m/lara_croft_tomb_raider,Q464014,Lara Croft: Tomb Raider,,,Q111328790,Tomb Raider,tombraider,tt0146316,1995.0,115000000.0,,,,,274703340.0,Q4917,,,,,Lara Croft - Tomb Raider,"This live action feature is inspired by the most successful interactive video-game character in history -- Lara Croft. Beautiful and brainy, Lara (Angelina Jolie) is the heroine of Eidos Interactive's phenomenally successful ""Tomb Raider"" game series. It is one woman's fearless quest criss-crossing the globe, in an amazing attempt to save the world.","Angelina Jolie is perfect for the role of Lara Croft, but even she can't save the movie from a senseless plot and action sequences with no emotional impact.",PG-13,"Action & Adventure, Science Fiction & Fantasy",Simon West,"Mike Werb, Patrick Massett, John Zinman, Simon West, Michael Colleary","Angelina Jolie, Iain Glen, Jon Voight, Daniel Craig, Noah Taylor, Chris Barrie, Julian Rhind-Tutt, Leslie Phillips, Richard Johnson, Robert Phillips, Rachel Appleton, Henry Wyndham, David Y. Cheung, David K.S. Tse, Ayla Amiral, Stephanie Burns, Ozzie Yue, Wai-Keat Lau, Carl Chase, Richenda Carey, Sylvano Clarke, Olegar Fedoro, Anna Maria Everett",2001-06-15,2013-08-01,100.0,Paramount Pictures,Rotten,20.0,161.0,Spilled,47.0,556247.0,40,33,128,115000000.0,274703340.0,115000000.0,274703340.0,1995.0,,0.0,,3.0,2.388724695652174,Hit
m/atlantis_the_lost_empire,Q318975,Atlantis: The Lost Empire,Q56070713,Walt Disney Animation Studios film,Q18148689,Atlantis,atlantis,tt0230011,10865.0,90000000.0,Q4917,,,P2130,186053725.0,Q4917,,,,,Atlantis - The Lost Empire,"An inexperienced young adventurer becomes the key to unraveling an ancient mystery when he joins up with a group of daredevil explorers to find the legendary lost empire of Atlantis. A naive-but-determined museum cartographer Milo Thatch (Michael J. Fox), dreams of completing the quest begun by his late grandfather, a famous explorer. When a journal surfaces, an eccentric billionaire funds an expedition and the action shifts to high gear.","Atlantis provides a fast-paced spectacle, but stints on such things as character development and a coherent plot.",PG,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy","Gary Trousdale, Kirk Wise","Joss Whedon, Kirk Wise, Tab Murphy, Bruce Zabel, Jackie Zabel","Michael J. Fox, James Garner, Cree Summer, Don Novello, Phil Morris, Claudia Christian, Jacqueline Obradors, Florence Stanley, David Ogden Stiers, John Mahoney, Jim Varney, Corey Burton, Leonard Nimoy, Natalie Strom, Cree Summer",2001-06-15,2015-12-13,95.0,Walt Disney Pictures,Rotten,49.0,143.0,Spilled,53.0,365648.0,36,70,73,120000000.0,186053725.0,120000000.0,186053725.0,10865.0,28.0,0.0,44.0,1.0,2.067263611111111,Hit
m/1108372-fast_and_the_furious,Q155476,The Fast and the Furious,Q1576873,Fast & Furious,,,fastandfurious,tt0232500,9799.0,38000000.0,Q4917,,,P2130,207517509.0,Q4917,,,,,The Fast and the Furious,"Dominic Toretto (Vin Diesel) enjoys the adrenaline of street car racing and his fans treat him like a rock star. After a blazing encounter with the ruthless Johnny Tran, Dom decides to take Brian (Paul Walker), a newcomer to street racing, under his wing. Dom's sister Mia sees something she likes in Brian, too. Trouble is, neither of them realize he's an undercover cop, and Dominic and his rival Johnny Tran are both the prime suspects in a case involving dirty money and big-rig hijacking.","Sleek and shiny on the surface, The Fast and the Furious recalls those cheesy teenage exploitation flicks of the 1950s.",PG-13,"Action & Adventure, Drama",Rob Cohen,"Gary Scott Thompson, Erik Bergquist, David Ayer","Paul Walker, Vin Diesel, Michelle Rodriguez, Jordana Brewster, Rick Yune, Chad Lindberg, Johnny Strong, Matt Schulze, Ted Levine, Ja Rule, Vyto Ruginis, Thom Barry, Stanton Rutledge, Noel Gugliemi, R.J. De Vera, Beau Holden, Reggie Lee, Peter Navy Tuiasosopo, Neal H. Mortiz, Doria Clare Anselmo, Glenn K. Ota, F. Valentino Morales, Michael White, Delphine Pacific, Monica Tamayo, Megan Baker, Tammy Monica Gegamian",2001-06-22,2015-09-10,107.0,Universal Pictures,Rotten,53.0,150.0,Upright,74.0,1044116.0,37,80,70,38000000.0,207283925.0,38000000.0,207283925.0,9799.0,0.0,,8.0,,5.460987078947368,Blockbuster
m/cats_and_dogs,Q1051315,Cats & Dogs,Q106936187,Cats & Dogs,,,catsanddogs,tt0239395,10992.0,60000000.0,,,,,200700000.0,Q4917,,,,,Cats & Dogs,"""Cats & Dogs"" uncovers the truth about the high-tech, secret war being waged in neighborhoods everywhere that humans aren't even aware of: an eternal struggle between the two great armies of Cats and Dogs. The story follows a Cat plan to destroy a new vaccine that, if developed, would destroy all human allergies to Dogs, and the Dogs' efforts to stop the Cats from executing their plan.","A great concept, but the movie fails to develop the characters and some of the jokes are hit-or-miss.",PG,"Action & Adventure, Comedy, Kids & Family, Romance",Lawrence Guterman,"John Requa, Glenn Ficarra","Jeff Goldblum, Elizabeth Perkins, Miriam Margolyes, Alexander Pollock, Tobey Maguire, Alec Baldwin, Sean Hayes, Susan Sarandon, Joe Pantoliano, Michael Clarke Duncan, Jon Lovitz, Salome Jens, Glenn Ficarra, Danny Mann, Billy West, Charlton Heston",2001-07-04,2011-01-01,87.0,Warner Bros. Pictures,Rotten,54.0,117.0,Spilled,32.0,444473.0,33,63,54,60000000.0,93375151.0,60000000.0,93375151.0,10992.0,0.0,,2.0,,3.345,Blockbuster
m/scary_movie_2,Q642501,Scary Movie 2,Q82269,Scary Movie pentalogy,,,scarymovie2,tt0257106,4248.0,45000000.0,,,,,141220678.0,,,,,,Scary Movie 2,"As the supernatural extension of the first film, ""Scary Movie 2"" casts its satirical eye on such iconic classics as ""The Exorcist"" and ""Poltergeist,"" as well as the more recent films ""Hannibal,"" ""What Lies Beneath"" and ""The House on Haunted Hill."" In addition to all things supernatural, it lunges even further, taking on pulp icons including ""Charlie's Angels"" and ""Mission Impossible 2.""","Instead of being funny, this gross-out sequel plays like a sloppy, rushed-out product.",R,Comedy,Keenen Ivory Wayans,"Dave Polsky, Craig Wayans, Shawn Wayans, Marlon Wayans, Michael Anthony Snowden, Alyson Fouse, Greg Grabinaski, Greg Grabiansky","Marlon Wayans, Shawn Wayans, Anna Faris, Regina Hall, Christopher Kennedy Masterson, Christopher Kennedy Masterson, Kathleen Robertson, David Cross, James Woods, Tim Curry, Tori Spelling, Chris Elliott, Andy Richter, Richard Moll, Natasha Lyonne, James DeBello, Veronica Cartwright, Cordelia Reinhard, Vitamin C, Robert Schimmel, Jennifer Curran, Lester 'Beetlejuice' Green, Lee R. Mayes, Antony Acker, Mark Sheridan Barrett, Richard Bellos, Suzanne Bianqui, Natale Bosco, Joann Connor, Brad Fisher, Suzanne O'Donnell, Kristi Pearce, Donna Silverberg, Helene Strayer",2001-07-04,2016-08-02,82.0,Dimension Films,Rotten,15.0,109.0,Spilled,52.0,682856.0,31,16,93,45000000.0,141220678.0,45000000.0,141220678.0,4248.0,1.0,,5.0,,3.138237288888889,Blockbuster
m/jurassic_park_iii,Q1102220,Jurassic Park III,Q17862144,Jurassic Park,Q2336369,Jurassic Park,jurassicpark3,tt0163025,331.0,93000000.0,Q4917,,,P2130,181171875.0,Q4917,,,,,Jurassic Park III,"After being persuaded by a wealthy businessman to conduct an aerial tour of Isla Sorna, InGen's second site for a failed Jurassic Park experiment, Dr. Alan Grant (Sam Neill) discovers the true reason for his invitation. A tragic accident maroons the party of seven, and they must attempt to escape with their lives.","Jurassic Park III is darker and faster than its predecessors, but that doesn't quite compensate for the franchise's continuing creative decline.",PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Joe Johnston,"Jim Taylor (III), Alexander Payne, Peter Buchman","Sam Neill, William H. Macy, Téa Leoni, Alessandro Nivola, Trevor Morgan, Michael Jeter, John Diehl, Bruce A. Young, Laura Dern, Taylor Nichols, Mark Harelik, Julio Oscar Mechoso, Blake Michael Bryan, Sarah Danielle Madison, Linda Park, Sonia Jackson, Bruce French, Bernard Zilinskas, Rona Benson, Frank Clem",2001-07-18,2015-01-02,91.0,Universal Pictures,Rotten,49.0,186.0,Spilled,36.0,526869.0,42,91,95,93000000.0,368780809.0,93000000.0,368780809.0,331.0,2.0,2.0,5.0,5.0,1.9480846774193548,Break-even
m/1108704-planet_of_the_apes,Q469624,Planet of the Apes,,,Q731663,Planet of the Apes,planetoftheapes01,tt0133152,869.0,100000000.0,Q4917,,,P2130,362211740.0,Q4917,,,,,Planet of the Apes,"Director Tim Burton (""Batman"") reinvents one of the most acclaimed and beloved works of science fiction, Pierre Boulle's classic novel ""Planet of the Apes."" Burton's ""Planet of the Apes"" begins with the famed original's premise -- a pilot finds himself in a world turned upside down after landing on a strange planet.","This remake of Planet of the Apes can't compare to the original in some critics' mind, but the striking visuals and B-movie charms may win you over.",PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",Tim Burton,"William Broyles, Mark Rosenthal, Lawrence Konner","Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan, Paul Giamatti, Cary-Hiroyuki Tagawa, David Warner, Kris Kristofferson, Estella Warren, Erick Avari, Luke Eberl, Evan Dexter Parke, Glenn Shadix, Charlton Heston, Freda Foh Shen, Chris Ellis, Anne Ramsay, Andrea Grano, Michael Jace, Michael Wiseman, Lisa Marie, Eileen Weisinger, Deep Roy, Chad Bannon, Kevin Grevioux, Isaac C. Singleton Jr., Quincy Taylor, John Alexander, Jay Caputo, Philip Tan, Callie Croughwell, Allie Habberstad, Brett Smrz, Howard Berger, Rick Baker, Cameron Croughwell, Joshua Croughwell, Hannah Peitzman, Molly Peitzman, Jesse Tipton, Shane Habberstad, Chet Zar, Linda Harrison, Eddie Adams, Todd Babcock, Lorenzo Callender, Shonda Farr, Kam Heskin, Jim Holmes, Todd Kimsey, Candace Kroslak, Joanna Krupa, Elizabeth Lackey, Mark Christopher Lawrence, Melody Perkins, Tate Taylor, Jonna Thompson",2001-07-27,2015-11-25,120.0,20th Century Fox,Rotten,44.0,159.0,Spilled,27.0,366849.0,34,70,89,100000000.0,362211740.0,100000000.0,362211740.0,869.0,,5.0,,9.0,3.6221174,Blockbuster
m/rush_hour_2,Q830208,Rush Hour 2,Q7380709,Rush Hour,,,rushhour2,tt0266915,5175.0,90000000.0,Q4917,,,P2130,347325802.0,Q4917,,,,,Rush Hour 2,"After an explosion at the US Embassy in Hong Kong kills two customs agents investigating currency smuggling, Inspector Lee (Jackie Chan) and James Carter (Chris Tucker) search for the mastermind. Ricky Tan (John Lone), head of the Fu-Cang-Long Triad, sends out his minions to insure that Carter and Lee don't solve the case.","Rush Hour 2 doesn't feel as fresh or funny as the first, and the stunts lack some of the intricacy normally seen in Chan's films.",PG-13,"Action & Adventure, Comedy",Brett Ratner,Jeff Nathanson,"Jackie Chan, Chris Tucker, John Lone, Ziyi Zhang, Roselyn Sanchez, Harris Yulin, Alan King, Kenneth Tsang, Lisa Lo Cicero, Gelbert Coloma, Lucy Lin, Meiling Melacon, Maggie Q, Patricia Chan, Cindy Lu, Pang Wing Sang, Mei Ling Wong, William Tuen, Shawn Peretz, Don Cheadle, Audrey Quock, Ernie Reyes Jr., Jeremy Piven, Verena Mei, Joel McKinnon Miller, Angela Little Mackenzie, Julia Schultz, Saul Rubinek, Gianni Russo, James J. Ghang, Michael Chow, Teresa Lin, Tanya Newbould, Matt Barry, James Duke, Michael Jackson, Mike Love, Curtis Mayfield, King Curtis, Billy Preston",2001-08-03,2011-04-11,90.0,New Line Cinema,Rotten,52.0,127.0,Upright,74.0,894051.0,35,66,61,90000000.0,347325802.0,90000000.0,347325802.0,5175.0,1.0,,3.0,,3.8591755777777776,Blockbuster
m/american_pie_2,Q329127,American Pie 2,Q115187,American Pie,,,americanpie2,tt0252866,2770.0,30000000.0,Q4917,,,P2130,287553595.0,Q4917,,,,,American Pie 2,"After a year apart - attending different schools, meeting different people - the guys rent a beach house and vow to make this the best summer ever. As it turns out, whether that will happen or not has a lot to do with the girls. Between the wild parties, outrageous revelations and yes, a trip to band camp, they discover that times change and people change, but in the end, it's all about sticking together.","Being a sequel, American Pie 2 doesn't retain the freshness of the original, nor is it as funny.",R,Comedy,"J.B. Rogers, James B. Rogers",Adam Herz,"Jason Biggs, Shannon Elizabeth, Jennifer Coolidge, Alyson Hannigan, Shannon Elizabeth Fadal, Chris Klein, Seann William Scott, Thomas Ian Nicholas, Natasha Lyonne, Tara Reid, Mena Suvari, Eddie Kaye Thomas, Eugene Levy, Chris Owen, Molly Cheek, Nick Gray, Denise Faye, Lisa Arturo, John Cho, Justin Isfeld, Eli Marienthal, Casey Affleck, George Wyner, Steven Shenbaum, Matthew Peters, Joelle Carter, Matthew Frauman, Larry Drake, Lee Garlington, Tsianina Joelson, Bree Turner, Lacey Freeman, Lisa Gould, Brian Lester, Nigel Gibbs, Ernie Lively, Kevin Cooney, Marilyn Brett, Morgan Nagler, Jack Wallace, Jesse Heiman, Joanna Garcia, Sarah Laine, Nora Zehetner, David Smigelski, Luke Edwards, Adam Brody, Amanda Armato, Nancy Stone, Kevin Kilner, Cole Petersen, Paityn James, Brian Turk, Mike Erwin, Robert Peters, Amara Balthrop-Lewis, Jay Rossi, Joseph D. Reitman, Adam Herz, J.B. Rogers, Brett Shuttleworth, Amanda Wilmshurst, Devon Jackson, Daniel Spink, Tamia Richmond, Rachel Blasko, Laurie Ellan Reeves, Derrick Harper, Kelley Schneider",2001-08-10,2015-05-08,105.0,Universal Pictures,Rotten,52.0,127.0,Upright,68.0,954966.0,34,66,61,30000000.0,287553595.0,30000000.0,287553595.0,2770.0,1.0,,4.0,,9.585119833333334,Blockbuster
