rotten_tomatoes_link,wd_film_qid,wd_film_label,series_qid,series_label,franchise_qid,franchise_label,bom_film_id,imdb_id,tmdb_id,budget_value,budget_currency_qid,budget_currency,budget_asof,budget_source,box_office_value,box_office_currency_qid,box_office_currency,box_office_asof,box_office_region_qid,box_office_region
m/hunter_killer,Q27888483,Hunter Killer,,,,,hunterkiller,tt1846589,399402.0,40000000.0,Q4917,,,P2130,29300000.0,Q4917,,,,
m/hunting_elephants,Q53082126,High/Low,,,,,,tt1823130,304319.0,,,,,,,,,,,
m/hurricane_streets,Q5948336,Hurricane Streets,,,,,hurricanestreets,tt0119338,125052.0,,,,,,,,,,,
m/hurry-sundown,Q3027830,Hurry Sundown,,,,,,tt0061796,118911.0,,,,,,,,,,,
m/husbands,Q2721763,Husbands,,,,,,tt0065867,52105.0,1700000.0,Q4917,,,P2130,,,,,,
m/hush_2016,Q23044927,Hush,,,,,,tt5022702,376570.0,,,,,,,,,,,
m/hushhush_sweet_charlotte,Q631947,"Hush... Hush, Sweet Charlotte",,,,,hushhushsweetcharlotte,tt0058213,10299.0,,,,,,,,,,,
m/hustle_and_flow,Q1474263,Hustle & Flow,,,,,hustleandflow,tt0410097,10476.0,,,,,,,,,,,
m/hustler,Q1130084,The Hustler,,,,,hustler,tt0054997,990.0,2100000.0,Q4917,,,P2130,7600000.0,Q4917,,,,
m/hustlers,,,,,,,,,,,,,,,,,,,,
m/hustlers_2019,Q61951916,Hustlers,,,,,hustlers,tt5503686,540901.0,,,,,,,,,,,
m/hwal_2005,Q494364,The Bow,,,,,,tt0456470,1963.0,,,,,,,,,,,
m/hybrid_2001,,,,,,,,,,,,,,,,,,,,
m/hyde_park_on_hudson,Q2604581,Hyde Park on Hudson,,,,,hydepark,tt1477855,87504.0,,,,,,,,,,,
m/hyena_road,Q20751325,Hyena Road,,,,,hyenaroad,tt4034452,316042.0,,,,,,,,,,,
m/hyenes_1992,Q3144472,Hyènes,,,,,,tt0104467,124085.0,,,,,,,,,,,
m/hype,Q265910,Hype!,,,,,,tt0116589,30180.0,,,,,,,,,,,
m/hysteria_2012,Q1320713,Hysteria,,,,,hysteria,tt1435513,75802.0,,,,,,,,,,,
m/i-knew-it-was-you-rediscovering-john-cazale,,,,,,,,,,,,,,,,,,,,
m/i-want-candy,Q385380,I Want Candy,,,,,,tt0791309,13687.0,,,,,,,,,,,
m/i_am_a_fugitive_from_a_chain_gang,Q944624,I Am a Fugitive from a Chain Gang,,,,,iamafugitivefromachaingang,tt0023042,29740.0,,,,,,,,,,,
m/i_am_a_sex_addict,Q5976149,I Am a Sex Addict,,,,,,tt0428649,17628.0,,,,,,,,,,,
m/i_am_ali,Q19844900,I Am Ali,,,,,iamali,tt4008652,293262.0,,,,,,,,,,,
m/i_am_big_bird_the_caroll_spinney_story,Q21095390,I Am Big Bird: The Caroll Spinney Story,,,,,iambigbird,tt2358456,266619.0,,,,,,,,,,,
m/i_am_bolt,Q27902914,I Am Bolt,,,,,,tt4647900,422469.0,,,,,,,,,,,
m/i_am_bruce_lee_2012,Q5975936,I Am Bruce Lee,,,,,,tt1954299,84383.0,,,,,,,,,,,
m/i_am_chris_farley,Q20022628,I Am Chris Farley,,,,,,tt3910602,345944.0,,,,,,,,,,,
m/i_am_david,Q2482907,I Am David,,,,,,tt0327919,15397.0,,,,,,,,,,,
m/i_am_divine,Q15052313,I Am Divine,,,,,iamdivine,tt1356790,171910.0,,,,,,,,,,,
m/i_am_happiness_on_earth,Q23048825,I Am Happiness on Earth,,,,,,tt2871256,202456.0,,,,,,,,,,,
m/i_am_heath_ledger,Q60738594,I Am Heath Ledger,,,,,,tt6739646,450945.0,,,,,,,,,,,
m/i_am_jonas,Q59237542,I Am Jonas,,,,,,tt8168186,548537.0,,,,,,,,,,,
m/i_am_legend,Q212689,I Am Legend,,,,,iamlegend,tt0480249,6479.0,,,,,,585349010.0,Q4917,,,,
m/i_am_love,Q1458252,I Am Love,,,,,iamlove,tt1226236,41110.0,,,,,,,,,,,
m/i_am_michael,Q17619306,I Am Michael,,,,,,tt3713030,291869.0,,,,,,,,,,,
m/i_am_mother,Q55762009,I Am Mother,,,,,,tt6292852,505948.0,,,,,,,,,,,
m/i_am_not_a_serial_killer,Q19880552,I Am Not a Serial Killer,,,,,,tt4303340,381034.0,1400000.0,Q4917,,,P2130,,,,,,
m/i_am_not_an_easy_man,Q51879653,I Am not an Easy Man,,,,,,tt6857988,515841.0,,,,,,,,,,,
m/i_am_not_your_negro,Q27038025,I Am Not Your Negro,,,,,iamnotyournegro,tt5804038,411019.0,1000000.0,Q4917,,,P2130,6200000.0,Q4917,,,,
m/i_am_number_four,Q470407,I Am Number Four,,,,,iamnumberfour,tt1464540,46529.0,,,,,,,,,,,
m/i_am_richard_pryor,,,,,,,,,,,,,,,,,,,,
m/i_am_sam,Q640387,I Am Sam,,,,,iamsam,tt0277027,10950.0,22000000.0,Q4917,,,P2130,97818139.0,Q4917,,,,
m/i_am_the_pretty_thing_that_lives_in_the_house,Q26963352,I Am the Pretty Thing That Lives in the House,,,,,,tt5059406,407559.0,,,,,,,,,,,
m/i_am_thor,Q23763050,I Am Thor,,,,,,tt2450258,325758.0,,,,,,,,,,,
m/i_am_trying_to_break_your_heart,,,,,,,,,,,,,,,,,,,,
m/i_am_vengeance_2018,Q101245247,I Am Vengeance,,,,,,tt5885106,447957.0,,,,,,,,,,,
m/i_am_vengeance_retaliation,Q101245248,I Am Vengeance: Retaliation,,,,,,tt8972556,661227.0,,,,,,,,,,,
m/i_am_woman,Q67171163,I Am Woman,,,,,,tt9185316,531033.0,,,,,,,,,,,
m/i_am_wrath,Q19880557,I Am Wrath,,,,,,tt3212232,332411.0,,,,,,,,,,,
m/i_bury_the_living,Q3156663,I Bury the Living,,,,,,tt0051755,34084.0,,,,,,,,,,,
m/i_can_do_bad_all_by_myself,Q12124953,I Can Do Bad All By Myself,,,,,icandobadallbymyself,tt1385912,26367.0,,,,,,,,,,,
m/i_can_only_imagine_2018,Q48672822,I Can Only Imagine,,,,,icanonlyimagine,tt6450186,470878.0,,,,,,,,,,,
m/i_can_see_you,Q16251647,I Can See You,,,,,,tt0871865,28741.0,,,,,,,,,,,
m/i_capture_the_castle,Q1888031,I Capture the Castle,,,,,icapturethecastle,tt0300015,17920.0,,,,,,,,,,,
m/i_come_in_peace,Q1166137,I Come in Peace,,,,,icomeinpeace,tt0099817,19384.0,7000000.0,Q4917,,,P2130,4348368.0,Q4917,,,,
m/i_confess,Q512247,I Confess,,,,,iconfess,tt0045897,30159.0,,,,,,2000000.0,Q4917,,,,
m/i_daniel_blake,Q23823458,"I, Daniel Blake",,,,,"i,danielblake",tt5168192,374473.0,,,,,,,,,,,
m/i_declare_war_2012,Q14948567,I Declare War,,,,,ideclarewar,tt2133239,128081.0,,,,,,,,,,,
m/i_do,Q2700398,I Do,,,,,,tt0478724,19955.0,,,,,,,,,,,
m/i_do_2012,Q16251656,I Do,,,,,,tt2102499,159701.0,,,,,,,,,,,
m/i_dont_feel_at_home_in_this_world_anymore,Q28051209,I Don't Feel at Home in This World Anymore,,,,,,tt5710514,425591.0,,,,,,,,,,,
m/i_dont_know_how_she_does_it,Q723026,I Don't Know How She Does It,,,,,idontknowhowshedoesit,tt1742650,70868.0,,,,,,,,,,,
m/i_dont_want_to_talk_about_it,,,,,,,,,,,,,,,,,,,,
m/i_dreamed_of_africa,Q1448253,I Dreamed of Africa,,,,,idreamedofafrica,tt0167203,21311.0,,,,,,,,,,,
m/i_feel_pretty_2018,Q39070972,I Feel Pretty,,,,,ifeelpretty,tt6791096,460668.0,32000000.0,Q4917,,,P2130,66900000.0,Q4917,,,,
m/i_frankenstein,Q2708907,"I, Frankenstein",,,,,ifrankenstein,tt1418377,100241.0,,,,,,,,,,,
m/i_give_it_a_year,Q4981181,I Give It a Year,,,,,igiveitayear,tt2244901,150117.0,,,,,,,,,,,
m/i_got_the_hookup,Q4072742,I Got the Hook Up,,,,,igotthehook-up,tt0131436,40505.0,,,,,,,,,,,
m/i_hate_kids_2019,,,,,,,,,,,,,,,,,,,,
m/i_hate_valentines_day,Q791573,I Hate Valentine's Day,,,,,ihatevalentinesday,tt0762105,20825.0,,,,,,,,,,,
m/i_have_never_forgotten_you_the_life_and_legacy_of_simon_wiesenthal,Q129677678,I Have Never Forgotten You: The Life & Legacy of Simon Wiesenthal,,,,,,tt0763852,40620.0,,,,,,,,,,,
m/i_heart_huckabees,Q695389,I Heart Huckabees,,,,,ihearthuckabees,tt0356721,1599.0,,,,,,,,,,,
m/i_hope_they_serve_beer_in_hell,Q3541839,I Hope They Serve Beer in Hell,,,,,ihopetheyservebeerinhell,tt1220628,30128.0,,,,,,,,,,,
m/i_inside,Q555814,The I Inside,,,,,,tt0325596,11588.0,,,,,,,,,,,
m/i_kill_giants,Q27703272,I Kill Giants,,,,,,tt4547194,419831.0,,,,,,,,,,,
m/i_killed_my_mother,Q2354576,I Killed My Mother,,,,,,tt1424797,26280.0,,,,,,,,,,,
m/i_know_what_you_did_last_summer,Q302174,I Know What You Did Last Summer,Q54959218,I Know What You Did Last Summer,,,iknowwhatyoudidlastsummer,tt0119345,3597.0,17000000.0,Q4917,,,P2130,72586134.0,Q4917,,,,
m/i_know_where_im_going,Q115537,I Know Where I'm Going!,,,,,,tt0037800,56137.0,230000.0,Q25224,,,P2130,,,,,,
m/i_know_who_killed_me,Q846088,I Know Who Killed Me,,,,,iknowwhokilledme,tt0897361,5857.0,,,,,,,,,,,
m/i_like_it_like_that,Q1273799,I Like It Like That,,,,,,tt0110091,48992.0,,,,,,,,,,,
m/i_lost_my_body,Q63352729,I Lost My Body,,,,,,tt9806192,586940.0,,,,,,,,,,,
m/i_love_trouble,Q1481578,I Love Trouble,,,,,ilovetrouble,tt0110093,10879.0,,,,,,,,,,,
m/i_love_you_again,Q2409342,I Love You Again,,,,,,tt0032617,20643.0,,,,,,,,,,,
m/i_love_you_alice_b_toklas,Q1568640,"I Love You, Alice B. Toklas",,,,,,tt0063115,42623.0,,,,,,,,,,,
m/i_love_you_i_love_you_not,Q608002,"I Love You, I Love You Not",,,,,iloveyouiloveyounot,tt0116592,45565.0,,,,,,,,,,,
m/i_love_you_man,Q958257,"I Love You, Man",,,,,iloveyouman,tt1155056,16538.0,,,,,,,,,,,
m/i_love_you_phillip_morris,Q1128867,I Love You Phillip Morris,,,,,iloveyouphillipmorris,tt1045772,8952.0,,,,,,,,,,,
m/i_love_you_stupid,Q95464932,"I love you, stupid",,,,,,tt9359344,613096.0,,,,,,,,,,,
m/i_love_you_to_death,Q1476000,I Love You to Death,,,,,iloveyoutodeath,tt0099819,3101.0,,,,,,,,,,,
m/i_married_a_monster_from_outer_space,Q1141257,I Married a Monster from Outer Space,,,,,,tt0051756,43117.0,,,,,,,,,,,
m/i_married_a_strange_person,Q3204042,I Married a Strange Person!,,,,,imarriedastrangeperson,tt0119346,51942.0,250000.0,Q4917,,,P2130,206272.0,Q4917,,,,
m/i_married_a_witch,Q608370,I Married a Witch,,,,,,tt0034881,25970.0,,,,,,,,,,,
m/i_melt_with_you,Q5978442,I Melt with You,,,,,imeltwithyou,tt1691920,75345.0,,,,,,,,,,,
m/i_now_pronounce_you_chuck_and_larry,Q832456,I Now Pronounce You Chuck and Larry,,,,,chuckandlarry,tt0762107,3563.0,,,,,,,,,,,
m/i_o_u_s_a,Q9149954,I.O.U.S.A.,,,,,iousa,tt0963807,15320.0,,,,,,,,,,,
m/i_origins,Q15635667,I Origins,,,,,iorigins,tt2884206,244267.0,,,,,,,,,,,
m/i_pastafari,Q109402575,"I, Pastafari",,,,,,tt11134554,584756.0,,,,,,,,,,,
m/i_remember_mama,Q1498445,I Remember Mama,,,,,,tt0040458,43442.0,,,,,,,,,,,
m/i_remember_me,Q5978798,I Remember Me,,,,,,tt0293270,283303.0,,,,,,,,,,,
m/i_remember_you_2017,Q50660620,I Remember You,,,,,,tt4966532,423236.0,,,,,,,,,,,
m/i_robot,Q200572,"I, Robot",,,,,irobot,tt0343818,2048.0,120000000.0,Q4917,,,P2130,353133898.0,Q4917,,,,
m/i_saw_the_light,Q18207947,I Saw the Light,,,,,isawthelight,tt1490785,297806.0,,,,,,,,,,,
m/i_see_you_2019,Q65081437,I See You,,,,,,tt6079516,524251.0,,,,,,,,,,,
m/i_served_the_king_of_england,Q1310893,I Served the King of England,,,,,iservedthekingofengland,tt0284363,12555.0,,,,,,,,,,,
m/i_smile_back,Q19057528,I Smile Back,,,,,ismileback,tt3640682,307946.0,,,,,,,,,,,
m/i_spit_on_your_grave,Q1537077,I Spit on Your Grave,Q100606306,I Spit on Your Grave,,,,tt0077713,25239.0,650000.0,Q4917,,,P2769,,,,,,
m/i_spit_on_your_grave_2,Q15039856,I Spit on Your Grave 2,Q100606306,I Spit on Your Grave,,,ispitonyourgrave2,tt2537176,207768.0,,,,,,,,,,,
m/i_spit_on_your_grave_2010,Q1655288,I Spit on Your Grave,Q100606306,I Spit on Your Grave,,,ispitonyourgrave,tt1242432,43947.0,,,,,,,,,,,
m/i_spy,Q772451,I Spy,,,,,ispy,tt0297181,8427.0,,,,,,,,,,,
m/i_still_believe,Q66828805,I Still Believe,,,,,istillbelieve,tt9779516,585244.0,,,,,,,,,,,
m/i_still_know_what_you_did_last_summer,Q832363,I Still Know What You Did Last Summer,Q54959218,I Know What You Did Last Summer,,,istillknowwhatyoudidlastsummer,tt0130018,3600.0,,,,,,,,,,,
m/i_still_see_you,Q56073563,I Still See You,,,,,istillseeyou,tt2160105,448095.0,,,,,,,,,,,
m/i_think_i_love_my_wife,Q1656254,I Think I Love My Wife,,,,,ithinkilovemywife,tt0770772,14434.0,11000000.0,Q4917,,,P2130,13196245.0,Q4917,,,,
m/i_think_were_alone_now_2018,Q29841749,I Think We're Alone Now,,,,,,tt6169694,451877.0,,,,,,,,,,,
m/i_tonya,Q28369564,"I, Tonya",,,,,itonya,tt5580036,389015.0,11000000.0,Q4917,,,P2130,18844022.0,Q4917,,,,
m/i_trapped_the_devil,Q64166180,I Trapped the Devil,,,,,,tt8708304,537476.0,,,,,,,,,,,
m/i_used_to_be_darker_2013,Q16251701,I Used to Be Darker,,,,,,tt2147728,110550.0,,,,,,,,,,,
m/i_used_to_go_here,Q66828718,I Used to Go Here,,,,,,tt10887902,664301.0,,,,,,,,,,,
m/i_vitelloni,Q18399,I Vitelloni,,,,,,tt0046521,12548.0,,,,,,,,,,,
m/i_walked_with_a_zombie,Q1633356,I Walked with a Zombie,,,,,,tt0036027,27130.0,,,,,,,,,,,
m/i_want_to_live,Q1809616,I Want to Live!,,,,,,tt0051758,28577.0,,,,,,,,,,,
m/i_want_your_money,Q12124973,I Want Your Money,,,,,iwantyourmoney,tt1560957,47546.0,,,,,,,,,,,
m/i_was_a_male_war_bride,Q1525998,I Was a Male War Bride,,,,,iwasamalewarbride,tt0041498,23567.0,,,,,,,,,,,
m/i_was_a_teenage_zombie,Q5979705,I Was a Teenage Zombie,,,,,,tt0093238,30995.0,,,,,,,,,,,
m/i_went_down,Q5979728,I Went Down,,,,,,tt0126344,12655.0,,,,,,,,,,,
m/i_will_follow,Q5979790,I Will Follow,,,,,iwillfollow,tt1624426,72946.0,,,,,,,,,,,
m/i_will_follow_you_into_the_dark_2012,Q12125123,Into the Dark,,,,,,tt2179087,216374.0,,,,,,,,,,,
m/i_will_make_you_mine,Q124398018,I Will Make You Mine,,,,,,tt8820348,664597.0,,,,,,,,,,,
m/i_wish_2012,Q1053293,I Wish,,,,,iwish,tt1650453,79382.0,,,,,,2371548.0,Q4917,,,,
m/ibiza,Q54153094,Ibiza,,,,,,tt3685236,463053.0,,,,,,,,,,,
m/iboy,Q28369630,iBoy,,,,,,tt3171832,414190.0,,,,,,,,,,,
m/icarus_2017,Q34905518,Icarus,,,,,,tt6333060,432976.0,,,,,,,,,,,
m/ice_age,Q305250,Ice Age,Q943532,Ice Age,Q98831520,Ice Age,iceage,tt0268380,425.0,59000000.0,Q4917,,,P2130,383257136.0,Q4917,,,,
m/ice_age_2,Q190910,Ice Age: The Meltdown,Q943532,Ice Age,Q98831520,Ice Age,iceage2,tt0438097,950.0,80000000.0,Q4917,,,P2130,195330621.0,Q4917,,,,
m/ice_age_collision_course,Q15965953,Ice Age: Collision Course,Q943532,Ice Age,Q98831520,Ice Age,iceage5,tt3416828,278154.0,105000000.0,Q4917,,,P2130,408600000.0,Q4917,,,,
m/ice_age_continental_drift,Q35951,Ice Age: Continental Drift,Q943532,Ice Age,Q98831520,Ice Age,iceage4,tt1667889,57800.0,95000000.0,Q4917,,,P2130,877244782.0,Q4917,,,,
m/ice_castles,Q1313647,Ice Castles,,,,,icecastles,tt0077716,50541.0,,,,,,,,,,,
m/ice_from_the_sun,Q5985422,Ice from the Sun,,,,,,tt0151022,87880.0,,,,,,,,,,,
m/ice_harvest,Q784116,The Ice Harvest,,,,,iceharvest,tt0400525,9005.0,16000000.0,Q4917,,,P2130,9016782.0,Q4917,,,,
m/ice_on_fire_2019,Q63922403,Ice on Fire,,,,,,tt9114472,599379.0,,,,,,,,,,,
m/ice_pirates,Q1753863,The Ice Pirates,,,,,icepirates,tt0087451,10179.0,9000000.0,Q4917,,,P2130,,,,,,
m/ice_princess,Q587029,Ice Princess,,,,,iceprincess,tt0396652,13374.0,,,,,,,,,,,
m/ice_station_zebra,Q1320705,Ice Station Zebra,,,,,,tt0063121,17657.0,9000000.0,Q4917,,,P2130,4600000.0,Q4917,,,,
m/ice_storm,Q1193138,The Ice Storm,,,,,icestorm,tt0119349,68924.0,,,,,,,,,,,
m/iceberg_slim_portrait_of_a_pimp,,,,,,,,,,,,,,,,,,,,
m/ichi_the_killer,Q1331978,Ichi the Killer,,,,,,tt0296042,9696.0,,,,,,,,,,,
m/ida_2013,Q15087230,Ida,,,,,ida,tt2718492,209274.0,,,,,,11100000.0,Q4917,,,,
m/identity,Q604449,Identity,,,,,identity,tt0309698,2832.0,,,,,,,,,,,
m/identity_thief,Q3801252,Identity Thief,,,,,identitythief,tt2024432,109431.0,,,,,,,,,,,
m/idiocracy,Q1347609,Idiocracy,,,,,idiocracy,tt0387808,7512.0,2400000.0,Q4917,,,P2130,444093.0,Q4917,,,,
m/idiots_and_angels,Q3024138,Idiots and Angels,,,,,,tt1013607,42521.0,,,,,,,,,,,
m/idiots_delight,Q2518053,Idiot's Delight,,,,,,tt0031473,61523.0,,,,,,,,,,,
m/idle_hands,Q1213829,Idle Hands,,,,,idlehands,tt0138510,6552.0,,,,,,,,,,,
m/idlewild,Q644250,Idlewild,,,,,outkast,tt0417225,13816.0,,,,,,,,,,,
m/if1968,Q1346745,If....,Q3856905,Mick Travis trilogy,,,if,tt0063850,14794.0,500000.0,Q4917,,,P2130,,,,,,
m/if_a_tree_falls_a_story_of_the_earth_liberation_front,Q1657033,If a Tree Falls,,,,,ifatreefalls,tt1787725,79042.0,,,,,,,,,,,
m/if_i_stay,Q16386237,If I Stay,,,,,ifistay,tt1355630,249164.0,,,,,,,,,,,
m/if_i_want_to_whistle_i_whistle,,,,,,,,,,,,,,,,,,,,
m/if_i_were_you_2012,Q43079072,If I Were You,,,,,,tt1587309,168426.0,,,,,,,,,,,
m/if_lucy_fell,Q1514643,If Lucy Fell,,,,,iflucyfell,tt0116606,10324.0,5000000.0,Q4917,,,P2130,,,,,,
m/if_the_dancer_dances,,,,,,,,,,,,,,,,,,,,
m/if_you_build_it,Q18150985,If You Build It,,,,,,tt2322482,241573.0,,,,,,,,,,,
m/if_you_dont_i_will,,,,,,,,,,,,,,,,,,,,
m/igby_goes_down,Q768931,Igby Goes Down,,,,,igbygoesdown,tt0280760,9685.0,,,,,,,,,,,
m/ikiru,Q152105,Ikiru,,,,,,tt0044741,3782.0,,,,,,,,,,,
m/il_divo,Q115385,Il Divo,,,,,ildivo,tt1023490,8832.0,,,,,,,,,,,
m/il_futuro_2013,Q3148508,Il Futuro,,,,,ilfuturo,tt1992156,153774.0,,,,,,,,,,,
m/ill_always_know_what_you_did_last_summer,Q672248,I'll Always Know What You Did Last Summer,Q54959218,I Know What You Did Last Summer,,,,tt0469111,3602.0,,,,,,,,,,,
m/ill_be_there,Q1113471,I'll Be There,,,,,illbethere,tt0325352,48967.0,,,,,,,,,,,
m/ill_do_anything,Q853425,I'll Do Anything,,,,,illdoanything,tt0110097,106143.0,,,,,,,,,,,
m/ill_follow_you_down,Q16642936,I'll Follow You Down,,,,,,tt2048770,273404.0,,,,,,,,,,,
m/ill_see_you_in_my_dreams,Q19363641,I'll See You In My Dreams,,,,,dreams15,tt3236120,310121.0,,,,,,,,,,,
m/ill_see_you_in_my_dreams_1951,Q1647896,I'll See You in My Dreams,,,,,,tt0043669,43375.0,,,,,,,,,,,
m/ill_sleep_when_im_dead,Q2424606,I'll Sleep When I'm Dead,,,,,illsleepwhenimdead,tt0319531,3515.0,,,,,,360759.0,Q4917,,,,
m/ill_take_you_there,,,,,,,,,,,,,,,,,,,,
m/ill_take_your_dead,Q98525417,I’ll Take Your Dead,,,,,illtakeyourdead,tt7962932,539549.0,,,,,,,,,,,
m/illegal_2011,Q2268308,Illegal,,,,,,tt1503777,61263.0,,,,,,,,,,,
m/illegal_tender,Q1588167,Illegal Tender,,,,,illegaltender,tt0775488,15156.0,,,,,,,,,,,
m/illtown,Q6000238,Illtown,,,,,,tt0118229,98499.0,,,,,,,,,,,
m/illuminata,Q3796466,Illuminata,,,,,illuminata,tt0120709,91076.0,,,,,,,,,,,
m/illusionist,Q645735,The Illusionist,,,,,illusionist,tt0443543,1491.0,17000000.0,Q4917,,,P2130,87892388.0,Q4917,,,,
m/illustrated_man,Q3281505,The Illustrated Man,,,,,illustratedman,tt0064473,25874.0,,,,,,,,,,,
m/ilo_ilo,Q13423398,Ilo Ilo,,,,,iloilo,tt2901736,188598.0,,,,,,,,,,,
m/ils_se_marierent_et_eurent_beaucoup_denfants_2005,Q1584281,Happily Ever After,,,,,,tt0381270,14653.0,,,,,,,,,,,
m/ilya_and_emilia_kabakov_enter_here,,,,,,,,,,,,,,,,,,,,
m/im_all_right_jack,,,,,,,,,,,,,,,,,,,,
m/im_dancing_as_fast_as_i_can,,,,,,,,,,,,,,,,,,,,
m/im_gonna_git_you_sucka,Q1521693,I'm Gonna Git You Sucka,,,,,imgonnagityousucka,tt0095348,17006.0,,,,,,,,,,,
m/im_in_love_with_a_church_girl,Q3146423,I'm in Love with a Church Girl,,,,,churchgirl,tt1618432,207883.0,,,,,,,,,,,
m/im_losing_you,Q5966480,I'm Losing You,,,,,imlosingyou,tt0142393,185746.0,,,,,,,,,,,
m/im_not_ashamed,Q25136676,I'm Not Ashamed,,,,,,tt4950110,409502.0,,,,,,,,,,,
m/im_not_rappaport,Q4818911,I'm Not Rappaport,,,,,,tt0116601,61536.0,,,,,,,,,,,
m/im_not_there_suppositions_on_a_film_concerning_dylan,Q816772,I'm Not There,,,,,imnotthere,tt0368794,3902.0,,,,,,,,,,,
m/im_so_excited,Q2656108,I'm So Excited,,,,,imsoexcited,tt2243389,144789.0,,,,,,11700000.0,Q4917,,,,
m/im_still_here_2010,Q1552765,I'm Still Here,,,,,imstillhere,tt1356864,43939.0,,,,,,,,,,,
m/im_through_with_white_girls,Q3210899,I'm Through with White Girls (The Inevitable Undoing of Jay Brooks),,,,,,tt0829202,51970.0,,,,,,,,,,,
m/images,Q2259762,Images,,,,,,tt0068732,29449.0,807000.0,Q4917,,,P2130,,,,,,
m/imaginary_crimes,Q6002444,Imaginary Crimes,,,,,imaginarycrimes,tt0110115,75490.0,,,,,,,,,,,
m/imaginary_order,,,,,,,,,,,,,,,,,,,,
m/imagine,Q4383839,Imagine: John Lennon,,,,,imaginejohnlennon,tt0095360,26723.0,,,,,,,,,,,
m/imagine_me_and_you,Q697155,Imagine Me & You,,,,,imaginemeandyou,tt0421994,1544.0,,,,,,,,,,,
m/imagining_argentina,Q610191,Imagining Argentina,,,,,imaginingargentina,tt0314197,34036.0,,,,,,,,,,,
m/imax_africa_the_serengeti,Q4689527,Africa: The Serengeti,,,,,africatheserengetiimax,tt0109049,13794.0,,,,,,,,,,,
m/imax_cirque_du_soleil_journey_of_man,Q123410186,Cirque du Soleil: Journey of Man,,,,,tt0213749,tt0213749,16641.0,,,,,,,,,,,
m/imitation_girl,,,,,,,,,,,,,,,,,,,,
m/immaculate_conception_of_little_dizzle,Q15079767,The Immaculate Conception of Little Dizzle,,,,,,tt1039786,51511.0,,,,,,,,,,,
m/immediate_family,Q4469937,Immediate Family,,,,,immediatefamily,tt0097567,59585.0,,,,,,,,,,,
m/immigration_tango,,,,,,,,,,,,,,,,,,,,
m/immoral_tales,Q928800,Immoral Tales,,,,,,tt0071359,46581.0,,,,,,,,,,,
m/immortal_2020,,,,,,,,,,,,,,,,,,,,
m/immortal_beloved,Q1754839,Immortal Beloved,,,,,immortalbeloved,tt0110116,13701.0,,,,,,,,,,,
m/immortality,Q731164,The Wisdom of Crocodiles,,,,,wisdomofcrocodiles,tt0120894,1448.0,,,,,,,,,,,
m/immortals_2011,Q1050528,Immortals,,,,,warofgods,tt1253864,37958.0,75000000.0,Q4917,,,P2130,226904017.0,Q4917,,,,
m/imperial_dreams,Q16996717,Imperial Dreams,,,,,,tt3331028,253154.0,,,,,,,,,,,
m/imperium,Q21527759,Imperium,,,,,,tt4781612,374617.0,,,,,,,,,,,
m/importance_of_being_earnest,Q1366919,The Importance of Being Earnest,,,,,importanceofbeingearnest,tt0278500,9026.0,15000000.0,Q4917,,,P2130,17290970.0,Q4917,,,,
m/impossible_monsters,Q93791880,Impossible Monsters,,,,,,tt4328094,598058.0,,,,,,,,,,,
m/impostor,Q1660388,Impostor,,,,,impostor,tt0160399,4965.0,,,,,,,,,,,
m/impractical_jokers_the_movie,Q54868265,Impractical Jokers: The Movie,,,,,,tt9208444,566927.0,,,,,,,,,,,
m/imprisoned_2019,Q104856496,Imprisoned,,,,,,tt6071092,540122.0,,,,,,,,,,,
m/impromptu,Q2118505,Impromptu,,,,,impromptu,tt0102103,17990.0,,,,,,,,,,,
m/in-the-name-of-the-king-a-dungeon-siege-tale,Q166031,In the Name of the King,Q111516615,In the Name of the King,,,inthenameoftheking,tt0460780,2312.0,,,,,,,,,,,
m/in_a_better_world,Q954182,In a Better World,,,,,inabetterworld,tt1340107,44716.0,,,,,,,,,,,
m/in_a_lonely_place,Q1305455,In a Lonely Place,,,,,,tt0042593,17057.0,,,,,,,,,,,
m/in_a_relationship,Q54868289,In a Relationship,,,,,,tt6676028,448447.0,,,,,,,,,,,
m/in_a_valley_of_violence,Q18151017,In a Valley of Violence,,,,,inavalleyofviolence,tt3608930,291356.0,,,,,,,,,,,
m/in_a_world_2013,Q15340352,In a World...,,,,,inaworld,tt2294677,157360.0,,,,,,,,,,,
m/in_america,Q1536722,In America,,,,,inamerica,tt0298845,10511.0,,,,,,,,,,,
m/in_and_out,Q1475611,In & Out,,,,,,tt0119360,10806.0,,,,,,,,,,,
m/in_another_country,,,,,,,,,,,,,,,,,,,,
m/in_between_days,Q6009077,In Between Days,,,,,inbetweendays,tt0492463,47841.0,,,,,,,,,,,
m/in_bruges,Q244931,In Bruges,,,,,inbruges,tt0780536,8321.0,15000000.0,Q4917,,,P2130,15202263.0,Q4917,,,,
m/in_country,Q230482,In Country,,,,,incountry,tt0097570,32855.0,,,,,,,,,,,
m/in_darkness_2011,Q699338,In Darkness,,,,,,tt1417075,73686.0,,,,,,,,,,,
m/in_darkness_2018,Q50377664,In Darkness,,,,,,tt5164184,417643.0,,,,,,,,,,,
m/in_dreams,Q1687420,In Dreams,,,,,indreams,tt0120710,28902.0,,,,,,,,,,,
m/in_dubious_battle,Q19829347,In Dubious Battle,,,,,,tt4411618,337844.0,,,,,,,,,,,
