rotten_tomatoes_link,wd_film_qid,wd_film_label,series_qid,series_label,franchise_qid,franchise_label,bom_film_id,imdb_id,tmdb_id,budget_value,budget_currency_qid,budget_currency,budget_asof,budget_source,box_office_value,box_office_currency_qid,box_office_currency,box_office_asof,box_office_region_qid,box_office_region
m/in_fabric,Q56395606,In Fabric,,,,,,tt7464188,475220.0,,,,,,,,,,,
m/in_fear_2013,Q16643365,In Fear,,,,,,tt2165859,159095.0,,,,,,,,,,,
m/in_gods_hands,Q11287799,In God's Hands,,,,,ingodshands,tt0140282,36943.0,,,,,,,,,,,
m/in_good_company,Q1138876,In Good Company,,,,,ingoodcompany,tt0385267,1901.0,,,,,,,,,,,
m/in_harms_way,Q1362240,In Harm's Way,,,,,inharmsway,tt0059309,37921.0,,,,,,,,,,,
m/in_her_shoes,Q169012,In Her Shoes,,,,,inhershoes,tt0388125,11931.0,,,,,,,,,,,
m/in_like_flint,Q1200034,In Like Flint,,,,,,tt0061810,24130.0,,,,,,,,,,,
m/in_my_country,Q2733540,In My Country,,,,,inmycountry,tt0349260,16635.0,,,,,,,,,,,
m/in_my_fathers_house,,,,,,,,,,,,,,,,,,,,
m/in_my_sleep,Q6010207,In My Sleep,,,,,inmysleep,tt0326965,40048.0,,,,,,,,,,,
m/in_old_arizona,Q776337,In Old Arizona,,,,,,tt0020018,83989.0,,,,,,,,,,,
m/in_old_chicago,Q1619866,In Old Chicago,,,,,,tt0029047,78734.0,1800000.0,Q4917,,,P2130,2500000.0,Q4917,,,,
m/in_our_nature,Q6010344,In Our Nature,,,,,,tt1945087,96246.0,,,,,,,,,,,
m/in_search_of_beethoven,,,,,,,,,,,,,,,,,,,,
m/in_search_of_blind_joe_death_the_saga_of_john_fahey,Q20649748,In Search of Blind Joe Death: The Saga of John Fahey,,,,,,tt2213938,142914.0,,,,,,,,,,,
m/in_search_of_chopin,Q130554830,In Search of Chopin,,,,,,tt3525450,261283.0,,,,,,,,,,,
m/in_search_of_greatness,Q52715558,In Search of Greatness,,,,,,tt8236398,546565.0,,,,,,,,,,,
m/in_search_of_haydn,,,,,,,,,,,,,,,,,,,,
m/in_search_of_memory,Q759439,In Search of Memory,,,,,,tt1462017,62730.0,,,,,,,,,,,
m/in_search_of_mozart,Q129677693,In Search of Mozart,,,,,,tt0498355,41617.0,,,,,,,,,,,
m/in_secret,Q3527366,In Secret,,,,,therese13,tt0409379,172226.0,,,,,,,,,,,
m/in_the_aisles,Q46013372,In the Aisles,,,,,,tt6263618,493483.0,,,,,,,,,,,
m/in_the_army_now,Q3053490,In the Army Now,,,,,inthearmynow,tt0110123,12475.0,,,,,,,,,,,
m/in_the_bedroom,Q151945,In the Bedroom,,,,,inthebedroom,tt0247425,1999.0,,,,,,,,,,,
m/in_the_blood_2013,Q3149710,In the Blood,,,,,,tt2101570,256474.0,,,,,,,,,,,
m/in_the_company_of_men,Q2307324,In the Company of Men,,,,,inthecompanymen,tt0119361,14585.0,25000.0,Q4917,,,P2130,2800000.0,Q4917,,,,
m/in_the_courtyard,Q16546105,In the Courtyard,,,,,,tt2593224,267804.0,,,,,,,,,,,
m/in_the_cut,Q59572,In the Cut,,,,,inthecut,tt0199626,10944.0,,,,,,1666830.0,Q259502,,2003-01-01T00:00:00Z,,
m/in_the_electric_mist,Q249040,In the Electric Mist,,,,,,tt0910905,13975.0,,,,,,,,,,,
m/in_the_fade,Q28999157,In the Fade,,,,,inthefade,tt5723272,423646.0,,,,,,,,,,,
m/in_the_family_2011,Q3149722,In the Family,,,,,inthefamily,tt1845804,82929.0,,,,,,,,,,,
m/in_the_good_old_summertime,Q2844035,In the Good Old Summertime,,,,,,tt0041507,25698.0,,,,,,,,,,,
m/in_the_heart_of_the_sea,Q15079316,In the Heart of the Sea,,,,,heartofthesea,tt1390411,205775.0,,,,,,,,,,,
m/in_the_heat_of_the_night,Q622240,In the Heat of the Night,,,,,intheheatofthenight,tt0061811,10633.0,2000000.0,Q4917,,,P2130,24379978.0,Q4917,,,,
m/in_the_intense_now,Q48873251,In the intense now,,,,,intheintensenow,tt6532954,441498.0,,,,,,,,,,,
m/in_the_land_of_blood_and_honey,Q1459759,In the Land of Blood and Honey,,,,,inthelandofbloodandhoney,tt1714209,79777.0,,,,,,,,,,,
m/in_the_land_of_women,Q1517621,In the Land of Women,,,,,inthelandofwomen,tt0419843,13067.0,,,,,,,,,,,
m/in_the_line_of_fire,Q427386,In the Line of Fire,,,,,inthelineoffire,tt0107206,9386.0,40000000.0,Q4917,,,P2130,176997168.0,Q4917,,,,
m/in_the_loop,Q770741,In the Loop,,,,,intheloop,tt1226774,19833.0,,,,,,,,,,,
m/in_the_mirror_of_maya_deren,Q6012534,In the Mirror of Maya Deren,,,,,inthemirrorofmayaderen,tt0284203,92348.0,,,,,,,,,,,
m/in_the_mix,Q2293234,In the Mix,,,,,inthemix,tt0426615,17952.0,,,,,,,,,,,
m/in_the_mouth_of_madness,Q1214972,In the Mouth of Madness,Q3998812,Apocalypse Trilogy,,,inthemouthofmadness,tt0113409,2654.0,,,,,,,,,,,
m/in_the_name_of_my_daughter,,,,,,,,,,,,,,,,,,,,
m/in_the_name_of_the_father,Q304074,In the Name of the Father,,,,,inthenameofthefather,tt0107207,7984.0,,,,,,,,,,,
m/in_the_pit,Q6012743,In the Pit,,,,,,tt0492464,57702.0,500000.0,Q4917,,,P2130,194258.0,Q4917,,,,
m/in_the_realm_of_the_senses,Q510181,In the Realm of the Senses,,,,,,tt0074102,5879.0,,,,,,,,,,,
m/in_the_shadow_of_the_moon,Q2704813,In the Shadow of the Moon,,,,,intheshadowofthemoon,tt0925248,14284.0,,,,,,,,,,,
m/in_the_shadow_of_the_moon_2019,Q55614382,In the Shadow of the Moon,,,,,,tt8110640,530382.0,,,,,,,,,,,
m/in_the_tall_grass_2019,Q56241212,In the Tall Grass,,,,,,tt4687108,523139.0,,,,,,,,,,,
m/in_the_valley_of_elah,Q126896,In the Valley of Elah,,,,,inthevalleyofelah,tt0478134,6973.0,,,,,,,,,,,
m/in_their_skin,Q10534834,In Their Skin,,,,,,tt1790869,117978.0,,,,,,,,,,,
m/in_time,Q628082,In Time,,,,,now,tt1637688,49530.0,40000000.0,Q4917,,,P2130,173900000.0,Q4917,,,,
m/in_un_altro_paese,Q3797468,Excellent Cadavers,,,,,,tt1065328,245556.0,,,,,,,,,,,
m/in_which_we_serve,Q1089543,In Which We Serve,,,,,,tt0034891,28093.0,240000.0,Q25224,,,P2130,,,,,,
m/in_your_eyes_2012,Q3149676,In Your Eyes,,,,,,tt2101569,226448.0,,,,,,,,,,,
m/inappropriate_comedy,Q6013575,Inappropriate Comedy,,,,,inappropriatecomedy,tt1754811,156268.0,,,,,,,,,,,
m/inbred,Q551410,Inbred,,,,,,tt1723124,82743.0,,,,,,,,,,,
m/incarnate_2016,Q16996797,Incarnate,,,,,untitledbhtilthorror2,tt3216348,241258.0,5000000.0,Q4917,,,P2130,6341855.0,Q4917,,,,
m/incendiary,Q885502,Incendiary,,,,,incendiary,tt0984200,15705.0,,,,,,,,,,,
m/incendies,Q1212650,Incendies,,,,,incendies,tt1255953,46738.0,6800000.0,Q4917,,,P2130,6857096.0,Q4917,,,,
m/inception,Q25188,Inception,,,,,inception,tt1375666,27205.0,160000000.0,Q4917,,,P2130,836848102.0,Q4917,,,,
m/inchallah_2012,Q7771540,Inch'Allah,,,,,,tt2336960,128104.0,,,,,,,,,,,
m/incident-at-oglala,Q12125065,Incident at Oglala,,,,,incidentatoglala,tt0104504,26246.0,,,,,,,,,,,
m/incident_at_loch_ness,Q32241,Incident at Loch Ness,,,,,incidentatlochness,tt0374639,48463.0,,,,,,,,,,,
m/incident_in_a_ghost_land_2018,Q47461221,Ghostland,,,,,incidentinaghostland,tt6195094,476299.0,,,,,,,,,,,
m/incognito_1998,Q6014960,Incognito,,,,,,tt0119365,45928.0,,,,,,,,,,,
m/inconceivable_2017,Q28925836,Inconceivable,,,,,,tt3481634,433630.0,,,,,,,,,,,
m/inconvenient_truth,,,,,,,,,,,,,,,,,,,,
m/incredible_hulk_returns,,,,,,,,,,,,,,,,,,,,
m/incredible_journey,Q3204131,The Incredible Journey,Q113003187,Homeward Bound,,,,tt0057180,37969.0,,,,,,,,,,,
m/incredible_shrinking_man,Q972001,The Incredible Shrinking Man,,,,,,tt0050539,31682.0,750000.0,Q4917,,,P2130,,,,,,
m/incredibles,,,,,,,,,,,,,,,,,,,,
m/incredibles_2,Q24832112,Incredibles 2,Q55360232,The Incredibles,,,theincredibles2,tt3606756,260513.0,200000000.0,Q4917,,,P2130,1242805359.0,Q4917,,,,
m/indecent_proposal,Q603448,Indecent Proposal,,,,,indecentproposal,tt0107211,4478.0,,,,,,266600000.0,Q4917,,,,
m/independence_day_resurgence,Q19614711,Independence Day: Resurgence,,,,,id42,tt1628841,47933.0,165000000.0,Q4917,,,P2130,389681935.0,Q4917,,,,
m/india-kingdom-of-the-tiger,Q6019220,India: Kingdom of the Tiger,,,,,,tt0325618,24704.0,,,,,,,,,,,
m/indian_in_the_cupboard,Q1194561,The Indian in the Cupboard,,,,,indianinthecupboard,tt0113419,11359.0,,,,,,,,,,,
m/indiana_jones_and_the_kingdom_of_the_crystal_skull,Q182373,Indiana Jones and the Kingdom of the Crystal Skull,Q98018448,Indiana Jones,Q2562640,Indiana Jones,indianajones4,tt0367882,217.0,185000000.0,Q4917,,,P2130,317101119.0,Q4917,,,,
m/indiana_jones_and_the_last_crusade,Q185658,Indiana Jones and the Last Crusade,Q98018448,Indiana Jones,Q2562640,Indiana Jones,indianajonesandthelastcrusade,tt0097576,89.0,48000000.0,Q4917,,,P2130,474200000.0,Q4917,,,,
m/indiana_jones_and_the_temple_of_doom,Q179215,Indiana Jones and the Temple of Doom,Q98018448,Indiana Jones,Q2562640,Indiana Jones,indianajonesandthetempleofdoom,tt0087469,87.0,28000000.0,Q4917,,,P2130,179870271.0,Q4917,,,,
m/indie_game_the_movie_2012,Q1096935,Indie Game: The Movie,,,,,,tt1942884,80215.0,,,,,,,,,,,
m/indignation,Q20649766,Indignation,,,,,indignation,tt4193394,340611.0,,,,,,,,,,,
m/indigo_children,Q16251835,Indigo Children,,,,,,tt2133243,247906.0,,,,,,,,,,,
m/indiscretion_of_an_american_wife,Q1779102,Terminal Station,,,,,,tt0046366,74585.0,,,,,,,,,,,
m/indivisible_2018,Q58815088,Indivisible,,,,,indivisible,tt6512428,514407.0,,,,,,,,,,,
m/indochine,Q1130644,Indochine,,,,,indochine,tt0104507,2731.0,,,,,,,,,,,
m/inequality_for_all_2013,Q4516353,Inequality for All,,,,,inequalityforall,tt2215151,159008.0,,,,,,,,,,,
m/inescapable_2012,Q6028571,Inescapable,,,,,,tt1844203,121676.0,,,,,,,,,,,
m/infamous,Q467078,Infamous,,,,,infamous,tt0420609,9672.0,,,,,,,,,,,
m/infamous_2020,Q95483883,Infamous,,,,,,tt7703924,703134.0,,,,,,,,,,,
m/infancia_clandestina,Q72162,Clandestine Childhood,,,,,,tt1726888,127880.0,,,,,,,,,,,
m/infernal_affairs,Q714057,Infernal Affairs,Q6029465,Infernal Affairs,,,infernalaffairs,tt0338564,10775.0,,,,,,,,,,,
m/infernal_affairs_2,Q767751,Infernal Affairs II,Q6029465,Infernal Affairs,,,,tt0369060,11647.0,,,,,,,,,,,
m/inferno1980,Q971109,Inferno,Q3829154,The Three Mothers,,,,tt0080923,16395.0,,,,,,,,,,,
m/inferno_2016,Q18192306,Inferno,,,,,inferno2015,tt3062096,207932.0,,,,,,220000000.0,Q4917,,,,
m/infini_2015,Q19874606,Infini,,,,,,tt3327624,301728.0,,,,,,,,,,,
m/infinitely_polar_bear,Q14369796,Infinitely Polar Bear,,,,,,tt1969062,244539.0,,,,,,,,,,,
m/informant_2013,,,,,,,,,,,,,,,,,,,,
m/infra_man,Q3085370,The Super Inframan,,,,,,tt0073168,40435.0,,,,,,,,,,,
m/inglourious_basterds,Q153723,Inglourious Basterds,,,,,inglouriousbasterds,tt0361748,16869.0,70000000.0,Q4917,,,P2130,321457747.0,Q4917,,,,
m/ingrid_goes_west,Q26720603,Ingrid Goes West,,,,,ingridgoeswest,tt5962210,411741.0,,,,,,,,,,,
m/inhale,Q666182,Inhale,,,,,inhale,tt1196340,12645.0,,,,,,,,,,,
m/inherent_vice,Q13806537,Inherent Vice,,,,,inherentvice,tt1791528,171274.0,,,,,,,,,,,
m/inherit_the_viper,Q48999628,Inherit the Viper,,,,,,tt7349896,634904.0,,,,,,,,,,,
m/initial_d_2005,Q715374,Initial D,,,,,,tt0439630,16411.0,12000000.0,Q4917,,,P2130,10793051.0,Q4917,,,,
m/inkheart,Q310734,Inkheart,,,,,inkheart,tt0494238,2309.0,,,,,,,,,,,
m/inkwell,Q7742061,The Inkwell,,,,,inkwell,tt0110137,59930.0,,,,,,,,,,,
m/inlaws,Q1305746,The In-Laws,,,,,inlaws,tt0314786,5146.0,,,,,,,,,,,
m/inmate_1_the_rise_of_danny_trejo,,,,,,,,,,,,,,,,,,,,
m/inn_of_the_sixth_happiness,Q1213396,The Inn of the Sixth Happiness,,,,,innofthesixthhappiness,tt0051776,37451.0,,,,,,,,,,,
m/inner_demons,Q18351591,Inner Demons,,,,,,tt3038142,274899.0,,,,,,,,,,,
m/innerspace,Q506390,Innerspace,,,,,innerspace,tt0093260,2614.0,27000000.0,Q4917,,,P2130,42000000.0,Q4917,,,,
m/innocence_2014,Q15040675,Innocence,,,,,innocence2014,tt1724965,286971.0,,,,,,,,,,,
m/innocent_blood,Q885284,Innocent Blood,,,,,innocentblood,tt0104511,27381.0,,,,,,,,,,,
m/innocent_man,Q2365668,An Innocent Man,,,,,innocentman,tt0097579,29185.0,,,,,,20047604.0,Q4917,,,,
m/inserts,Q15643035,Inserts,,,,,,tt0073172,32069.0,,,,,,,,,,,
m/insiang_2007,Q950142,Insiang,,,,,,tt0077740,108949.0,,,,,,,,,,,
m/inside_2007,Q1664534,Inside,,,,,,tt0856288,13312.0,,,,,,,,,,,
m/inside_2018,Q35547853,Inside,,,,,,tt5170810,365995.0,,,,,,504058.51,Q4916,,,,
m/inside_daisy_clover,Q222965,Inside Daisy Clover,,,,,,tt0059314,49683.0,,,,,,,,,,,
m/inside_deep_throat,Q1664537,Inside Deep Throat,,,,,insidedeepthroat,tt0418753,12228.0,2000000.0,Q4917,,,P2130,709832.0,Q4917,,,,
m/inside_game,Q75418541,Inside Game,,,,,,tt8591260,623057.0,,,,,,,,,,,
m/inside_job_2010,Q645931,Inside Job,,,,,insidejob,tt1645089,44639.0,,,,,,,,,,,
m/inside_lehman_brothers,,,,,,,,,,,,,,,,,,,,
m/inside_llewyn_davis_2013,Q2340655,Inside Llewyn Davis,Q26705935,BBC's 100 Greatest Films of the 21st Century,,,insidellewyndavis,tt2042568,86829.0,,,,,,,,,,,
m/inside_man,Q81224,Inside Man,,,,,insideman,tt0454848,388.0,,,,,,,,,,,
m/inside_out_2015,Q6144664,Inside Out,Q113956747,Inside Out,,,pixar2014,tt2096673,150540.0,175000000.0,Q4917,,,P2130,356921711.0,Q4917,,,,
m/inside_out_an_imax_3d_experience,Q3282963,Inside Out,,,,,,tt1640486,70877.0,,,,,,,,,,,
m/inside_the_rain,Q104882085,Inside the Rain,,,,,,tt11029976,639137.0,,,,,,,,,,,
m/insider,Q463832,The Insider,,,,,insider,tt0140352,9008.0,90000000.0,Q4917,,,P2130,60289912.0,Q4917,,,,
m/insidious,Q122713,Insidious,Q16997013,Insidious,,,insidious,tt1591095,49018.0,1500000.0,Q4917,,,P2130,97009150.0,Q4917,,,,
m/insidious_chapter_2,Q13423790,Insidious: Chapter 2,Q16997013,Insidious,,,insidious2,tt2226417,91586.0,,,,,,,,,,,
m/insidious_chapter_3_2015,Q17452082,Insidious: Chapter 3,Q16997013,Insidious,,,insidiouschapter3,tt3195644,280092.0,,,,,,,,,,,
m/insidious_the_last_key,Q27590064,Insidious: The Last Key,Q16997013,Insidious,,,insidious4,tt5726086,406563.0,,,,,,,,,,,
m/insomnia_1998,Q1759328,Insomnia,,,,,,tt0119375,26610.0,,,,,,,,,,,
m/inspector_gadget,Q1535654,Inspector Gadget,,,Q6038380,Inspector Gadget,inspectorgadget,tt0141369,332.0,,,,,,,,,,,
m/inspector_gadget_2,Q132374,Inspector Gadget 2,,,Q6038380,Inspector Gadget,,tt0301454,19766.0,,,,,,,,,,,
m/inspector_general,Q1089010,The Inspector General,,,,,,tt0041509,40206.0,,,,,,,,,,,
m/instant_family,Q50649533,Instant Family,,,,,instantfamily,tt7401588,491418.0,,,,,,,,,,,
m/instinct_de_mort,Q2063364,Mesrine,,,,,mesrine1,tt1259014,13635.0,,,,,,31055440.0,Q4917,,,,
m/insurgent,Q16997069,The Divergent Series: Insurgent,Q17512668,The Divergent Series,,,insurgent,tt2908446,262500.0,,,,,,297300000.0,Q4917,,,,
m/intacto,Q386611,Intacto,,,,,intacto,tt0220580,10856.0,,,,,,,,,,,
m/intensive_care,,,,,,,,,,,,,,,,,,,,
m/interiors,Q961403,Interiors,,,,,interiors,tt0077742,15867.0,,,,,,,,,,,
m/intermission,Q1666246,Intermission,,,,,intermission,tt0332658,16941.0,,,,,,,,,,,
m/intern,Q3015516,The Intern,,,,,,tt0202989,153913.0,,,,,,,,,,,
m/internal_affairs,Q498291,Internal Affairs,,,,,internalaffairs,tt0099850,11060.0,,,,,,,,,,,
m/international,Q673627,The International,,,,,international,tt0963178,4959.0,50000000.0,Q4917,,,P2130,,,,,,
m/international_falls,,,,,,,,,,,,,,,,,,,,
m/interpreter,Q472313,The Interpreter,,,,,interpreter,tt0373926,179.0,,,,,,,,,,,
m/intersection,Q814295,Intersection,,,,,intersection,tt0110146,46717.0,,,,,,,,,,,
m/interstellar_2014,Q13417189,Interstellar,,,,,interstellar,tt0816692,157336.0,165000000.0,Q4917,,,P2130,701729206.0,Q4917,,2022-06-26T00:00:00Z,,
m/interview_with_the_assassin,Q6057418,Interview with the Assassin,,,,,interviewwiththeassassin,tt0308411,36584.0,,,,,,,,,,,
m/interview_with_the_vampire,Q318910,Interview with the Vampire,,,,,interviewwiththevampire,tt0110148,628.0,60000000.0,Q4917,,,P2130,223700000.0,Q4917,,,,
m/intimate_enemies_2007,Q93564,Intimate Enemies,,,,,,tt0825248,13507.0,,,,,,,,,,,
m/intimate_stories,Q3029222,Intimate Stories,,,,,,tt0291988,51378.0,,,,,,,,,,,
m/intimate_strangers_2003,Q964012,Intimate Strangers,,,,,intimatestrangers,tt0363532,21200.0,,,,,,,,,,,
m/into_great_silence,Q569372,Into Great Silence,,,,,intogreatsilence,tt0478160,11225.0,,,,,,,,,,,
m/into_temptation,Q6057855,Into Temptation,,,,,,tt1232824,26037.0,,,,,,,,,,,
m/into_the_abyss_2011,Q3007211,Into the Abyss,,,,,intotheabyss,tt1972663,77365.0,,,,,,,,,,,
m/into_the_arms_of_strangers_stories_of_the_kindertransport,Q1225068,Into the Arms of Strangers: Stories of the Kindertransport,,,,,intothearmsofstrangers,tt0248912,58062.0,,,,,,,,,,,
m/into_the_ashes,Q101244950,Into the Ashes,,,,,,tt3138122,609189.0,,,,,,,,,,,
m/into_the_blue,Q1130297,Into the Blue,,,,,intotheblue,tt0378109,11968.0,,,,,,,,,,,
m/into_the_blue_2_the_reef,Q476587,Into the Blue 2: The Reef,,,,,,tt0865907,16931.0,,,,,,,,,,,
m/into_the_forest,Q18208992,Into the Forest,,,,,intotheforest,tt2625810,334538.0,,,,,,92000.0,Q259502,,,,
m/into_the_inferno,Q26821183,Into the Inferno,,,,,,tt4846318,360029.0,,,,,,,,,,,
m/into_the_night,Q1753804,Into the Night,,,,,intothenight,tt0089346,11338.0,,,,,,7562164.0,Q4917,,,,
m/into_the_storm_2014,Q15989191,Into the Storm,,,,,intothestorm,tt2106361,216282.0,,,,,,,,,,,
m/into_the_white_2012,Q763615,Into the White,,,,,intothewhite,tt1876277,78215.0,,,,,,636469.0,Q4917,,,,
m/into_the_wild,Q269912,Into the Wild,,,,,intothewild,tt0758758,5915.0,,,,,,,,,,,
m/into_the_woods_2014,Q14847067,Into the Woods,,,,,intothewoods,tt2180411,224141.0,,,,,,213100000.0,Q4917,,,,
m/intolerable_cruelty,Q750117,Intolerable Cruelty,,,,,intolerablecruelty,tt0138524,11775.0,,,,,,,,,,,
m/intrigo_dear_agnes,Q67401446,Intrigo: Dear Agnes,,,,,,tt6341086,482566.0,,,,,,,,,,,
m/intrigo_death_of_an_author,Q57446553,Intrigo: Death of an Author,,,,,,tt6341066,482564.0,,,,,,,,,,,
m/introducing_the_dwights,Q1745723,Clubland,,,,,introducingthedwights,tt0432264,18425.0,,,,,,1501002.0,Q259502,,2007-01-01T00:00:00Z,,
m/intruder-2000,,,,,,,,,,,,,,,,,,,,
m/intruder_2016,Q27959502,Intruder,,,,,,tt3014556,403130.0,,,,,,,,,,,
m/intruders_2011,Q1671622,Intruders,,,,,intruders,tt1634121,63207.0,,,,,,,,,,,
m/intruders_2016,Q20002453,Shut In,,,,,,tt4009278,333674.0,,,,,,,,,,,
m/invader_zim_enter_the_florpus,Q60741104,Invader Zim: Enter the Florpus!,,,,,,tt6739094,472983.0,,,,,,,,,,,
m/invasion,Q652592,The Invasion,,,,,invasion,tt0427392,4858.0,80000000.0,Q4917,,,P2130,40170558.0,Q4917,,,,
m/invasion_of_the_bee_girls,,,,,,,,,,,,,,,,,,,,
m/invasion_planet_earth,Q110276306,Invasion Planet Earth,,,,,,tt3827540,641370.0,,,,,,,,,,,
m/inventing_the_abbotts,Q766847,Inventing the Abbotts,,,,,inventingtheabbotts,tt0119381,12723.0,,,,,,,,,,,
m/invention_of_lying,Q178966,The Invention of Lying,,,,,inventionoflying,tt1058017,23082.0,18500000.0,Q4917,,,P2130,32406507.0,Q4917,,,,
m/investigation_of_a_citizen_above_suspicion,Q1299410,Investigation of a Citizen Above Suspicion,,,,,,tt0065889,26451.0,,,,,,,,,,,
m/invictus,Q689842,Invictus,,,,,eastwood09,tt1057500,22954.0,,,,,,122200000.0,Q4917,,,,
m/invincible,Q1070160,Invincible,,,,,invincible06,tt0445990,11652.0,,,,,,,,,,,
m/invisible_circus,Q1326554,The Invisible Circus,,,,,invisiblecircus,tt0178642,18856.0,,,,,,,,,,,
m/invisible_essence_the_little_prince,,,,,,,,,,,,,,,,,,,,
m/io,Q55614175,Io,,,,,,tt3256226,433249.0,,,,,,,,,,,
m/io_sono_li,Q2021294,Shun Li and the Poet,,,,,,tt2036388,75562.0,,,,,,,,,,,
m/ip_man,Q573743,Ip Man,Q19840232,Ip Man,,,,tt1220719,14756.0,11715578.0,Q4917,,,P2130,22108789.0,Q4917,,,,
m/ip_man_2_legend_of_the_grandmaster,Q1193433,Ip Man 2,Q19840232,Ip Man,,,ipman2,tt1386932,37472.0,,,,,,,,,,,
m/ip_man_3,Q19757672,Ip Man 3,Q19840232,Ip Man,,,ipman3,tt2888046,365222.0,,,,,,,,,,,
m/ip_man_4_the_finale,Q54958357,Ip Man 4: The Finale,Q19840232,Ip Man,,,,tt2076298,449924.0,,,,,,,,,,,
m/ip_man_the_final_fight,Q10862358,Ip Man: The Final Fight,,,,,ipman2013,tt2495118,182127.0,,,,,,,,,,,
m/iq,Q499904,I.Q.,,,,,iq,tt0110099,11777.0,,,,,,,,,,,
m/ira_and_abby,Q6066315,Ira and Abby,,,,,iraandabby,tt0480251,38007.0,,,,,,,,,,,
m/iraq_for_sale_the_war_profiteers,Q6067886,Iraq for Sale: The War Profiteers,,,,,,tt0815181,40862.0,,,,,,,,,,,
m/iraq_in_fragments,Q3801847,Iraq in Fragments,,,,,iraqinfragments,tt0492466,34389.0,,,,,,,,,,,
m/irene_in_time,Q6069306,Irene in Time,,,,,,tt0815182,142052.0,,,,,,,,,,,
m/iris_2015,Q50414134,Iris,,,,,iris2015,tt4157220,295799.0,,,,,,,,,,,
m/irma_la_douce,Q387370,Irma la Douce,,,,,,tt0057187,2690.0,5000000.0,Q199578,,,P2130,,,,,,
m/iron_eagle,Q39956,Iron Eagle,,,,,ironeagle,tt0091278,11037.0,,,,,,,,,,,
m/iron_fists_and_kung_fu_kicks,Q114714059,Iron Fists and Kung Fu Kicks,,,,,,tt9169764,600014.0,,,,,,,,,,,
m/iron_giant,Q867283,The Iron Giant,,,,,irongiant,tt0129167,10386.0,70000000.0,Q4917,,,P2130,23315035.0,Q4917,,,,
m/iron_island,Q1313453,Iron Island,,,,,ironisland,tt0472113,43970.0,,,,,,,,,,,
m/iron_man,Q192724,Iron Man,Q642878,Marvel Cinematic Universe,,,ironman,tt0371746,1726.0,140000000.0,Q4917,,,P2130,585366247.0,Q4917,,,,
m/iron_man_2,Q205028,Iron Man 2,Q63405798,The Infinity Saga,,,ironman2,tt1228705,10138.0,200000000.0,Q4917,,,P2130,623933331.0,Q4917,,,,
m/iron_man_3,Q209538,Iron Man 3,Q63405798,The Infinity Saga,,,ironman3,tt1300854,68721.0,200000000.0,Q4917,,,P2130,409013994.0,Q4917,,,,
m/iron_mask,Q738056,The Iron Mask,,,,,,tt0020030,79761.0,,,,,,,,,,,
m/iron_sky,Q158398,Iron Sky,,,,,ironsky,tt1034314,10679.0,7500000.0,Q4916,,,P2130,10109659.0,Q4917,,,,
m/iron_sky_the_coming_race,Q18639756,Iron Sky: The Coming Race,,,,,,tt3038708,302349.0,17000000.0,Q4916,,,P2130,,,,,,
m/ironclad,Q1150930,Ironclad,,,,,,tt1233301,38543.0,,,,,,,,,,,
m/ironclad_battle_for_blood,Q18161160,Ironclad: Battle for Blood,,,,,,tt2404583,258251.0,,,,,,,,,,,
m/ironweed,Q1545071,Ironweed,,,,,ironweed,tt0093277,40962.0,,,,,,,,,,,
m/irrational_man,Q17417520,Irrational Man,,,,,irrationalman,tt3715320,282984.0,,,,,,,,,,,
m/irreplaceable_you,Q29906267,Irreplaceable You,,,,,,tt6119856,450489.0,,,,,,,,,,,
m/irresistible,Q1778814,Irresistible,,,,,,tt0448564,18858.0,,,,,,351992.0,Q259502,,2006-01-01T00:00:00Z,,
m/irresistible_2020,Q65091143,Irresistible,,,,,,tt9076562,595148.0,,,,,,,,,,,
m/irreversible,Q754745,Irréversible,,,,,irreversible,tt0290673,979.0,4600000.0,Q4916,,,P2130,,,,,,
m/is_paris_burning,Q909561,Is Paris Burning?,,,,,,tt0060814,4708.0,,,,,,,,,,,
m/is_that_a_gun_in_your_pocket,Q77706448,Is That a Gun in Your Pocket?,,,,,isthataguninyourpocket,tt4196832,410348.0,,,,,,,,,,,
m/is_the_man_who_is_tall_happy_an_animated_conversation_with_noam_chomsky,Q16386403,Is the Man Who Is Tall Happy?,,,,,mantall,tt1817287,167502.0,,,,,,,,,,,
m/is_there_anybody_there,Q4177246,Is Anybody There?,,,,,isanybodythere,tt1130088,22447.0,,,,,,,,,,,
m/isabelle_2019,Q97179805,Isabelle,,,,,,tt6098380,540291.0,,,,,,,,,,,
m/ishtar,Q2215067,Ishtar,,,,,ishtar,tt0093278,12704.0,,,,,,,,,,,
m/island_of_lemurs_madagascar,Q18122852,Island of Lemurs: Madagascar,,,,,,tt3231010,240704.0,,,,,,,,,,,
m/isle_of_dogs_2018,Q28065409,Isle of Dogs,,,,,isleofdogs,tt5104604,399174.0,,,,,,32015231.0,Q4917,,,,
m/isle_of_the_dead,,,,,,,,,,,,,,,,,,,,
m/ismaels_ghosts,Q27959627,Ismael's Ghosts,,,,,ismaelsghost,tt5687040,429070.0,,,,,,,,,,,
m/isnt_it_romantic_2019,Q32942298,Isn't It Romantic,,,,,isntitromantic,tt2452244,449563.0,,,,,,,,,,,
m/isnt_she_great,Q3284069,Isn't She Great,,,,,instshegreat,tt0141399,75531.0,,,,,,,,,,,
